# Electric potential (V)/(m) (d/dx)  
          -1          -1           0  0.460542134727517     
           0          -1           0   19.9896524745785     
           1          -1           0   21.7249216998809     
           2          -1           0   10.3241786266919     
           3          -1           0   5.13677890640006     
           4          -1           0   3.43061612303960     
           5          -1           0   2.59838100358285     
           6          -1           0   1.51320268018662     
           7          -1           0  0.306777745215277     
           8          -1           0 -0.624552200605956     
           9          -1           0  -1.07909711980431     
          10          -1           0   2.13189325401901     
          11          -1           0   7.27095374276013     
          12          -1           0   6.45691774421836     
          13          -1           0   2.62274090889835     
          14          -1           0   1.24841349067492     
          15          -1           0   1.28155119853667     
          16          -1           0   1.80418551492649     
          17          -1           0   2.19457771174176     
          18          -1           0   2.16623042847052     
          19          -1           0   1.73838359260120     
          20          -1           0  0.731966574302087     
          21          -1           0 -0.515059992166879     
          22          -1           0  -1.28601387276419     
          23          -1           0 -0.194061918204037     
          24          -1           0   2.75152788468829     
          25          -1           0 -0.795942806138472     
          26          -1           0  -4.43865322283362     
          27          -1           0  -6.63867496386379     
          28          -1           0  -6.97437166755572     
          29          -1           0  -6.09604811039154     
          30          -1           0  -4.66338778608795     
          31          -1           0  -3.07277085679699     
          32          -1           0  -1.45578496811675     
          33          -1           0  5.165990444779913E-002
          34          -1           0   1.40531035183579     
          35          -1           0   2.59690296404697     
          36          -1           0   3.51951777080366     
          37          -1           0   3.96379116382940     
          38          -1           0   3.62290004003820     
          39          -1           0   2.20901656477466     
          40          -1           0 -0.274261530001817     
          41          -1           0  -3.26800138425426     
          42          -1           0  -5.74168857465899     
          43          -1           0  -7.01946753033877     
          44          -1           0  -7.06099344817543     
          45          -1           0  -6.24103751169570     
          46          -1           0  -5.05602813860256     
          47          -1           0  -3.79470257102004     
          48          -1           0  -2.58260125317932     
          49          -1           0  -1.51301806751071     
          50          -1           0 -0.597975840373953     
          51          -1           0  0.140118451389901     
          52          -1           0  0.632551444697504     
          53          -1           0  0.823144697612373     
          54          -1           0  0.652175164684199     
          55          -1           0  0.151251755750272     
          56          -1           0 -0.456845329732559     
          57          -1           0 -0.937273508060696     
          58          -1           0  -1.12527914898049     
          59          -1           0 -0.932455799056813     
          60          -1           0 -0.402713094994172     
          61          -1           0  0.415332473644524     
          62          -1           0   1.46657590294471     
          63          -1           0   2.70248851325583     
          64          -1           0   4.16820839925214     
          65          -1           0   5.91480002274608     
          66          -1           0   7.86652508758328     
          67          -1           0   9.72187192614049     
          68          -1           0   10.8030421729681     
          69          -1           0   10.1020524724356     
          70          -1           0   7.50355269337149     
          71          -1           0   4.47620713277686     
          72          -1           0   1.63411284922762     
          73          -1           0   1.33680057797327     
          74          -1           0 -0.200856225259799     
          75          -1           0 -0.621491647778271     
          76          -1           0 -0.331147323965634     
          77          -1           0 -0.135456941215013     
          78          -1           0  1.765877747305383E-002
          79          -1           0  6.351300661697942E-002
          80          -1           0 -6.126909935865464E-002
          81          -1           0 -0.197868370389840     
          82          -1           0 -0.380875270466454     
          83          -1           0 -0.558109743328422     
          84          -1           0 -0.702535135521772     
          85          -1           0 -0.865799266044622     
          86          -1           0 -0.977514889324180     
          87          -1           0  -1.01938031262596     
          88          -1           0  -1.13295698627256     
          89          -1           0  -1.31220160129656     
          90          -1           0  -1.57009613880881     
          91          -1           0  -2.01396410239865     
          92          -1           0  -2.82816321738111     
          93          -1           0  -4.58478411200142     
          94          -1           0  -9.50288905653771     
          95          -1           0  -8.77073912574359     
          96          -1           0 -0.111481674106961     
          -1           0           0   21.1274351174308     
           0           0           0   27.5767447192291     
           1           0           0   22.5199188029594     
           2           0           0   10.6215575918649     
           3           0           0   5.28585435540047     
           4           0           0   3.53768761424738     
           5           0           0   2.68448135374376     
           6           0           0   1.55826023671123     
           7           0           0  0.310596040857432     
           8           0           0 -0.648910040539687     
           9           0           0  -1.12715250643735     
          10           0           0   2.14316654258298     
          11           0           0   7.37551200642047     
          12           0           0   6.52639438432617     
          13           0           0   2.61392112354035     
          14           0           0   1.21411458762387     
          15           0           0   1.24377153467149     
          16           0           0   1.77215377992332     
          17           0           0   2.16849501388396     
          18           0           0   2.13890576605588     
          19           0           0   1.71765084763521     
          20           0           0  0.731081900114099     
          21           0           0 -0.523096898204415     
          22           0           0  -1.34975518587219     
          23           0           0 -0.298137409701708     
          24           0           0 -0.612833050437947     
