# #Energy flux carried by emitted atoms from target(Wm-2)
-2.059531470841219000e-02	3.064093000000000089e+01
-1.999373578588834952e-02	1.410575000000000045e+03
-1.880480322831831058e-02	5.139592999999999847e+02
-1.762213261892925029e-02	3.502733999999999810e+02
-1.644423755778750065e-02	7.470363999999999578e+02
-1.527000847847367025e-02	5.023242000000000189e+02
-1.410108152543875989e-02	7.646666000000000167e+02
-1.293845153898304061e-02	6.557862999999999829e+02
-1.178165640993839025e-02	3.339698000000000206e+02
-1.062893129629459942e-02	6.488790999999999940e+02
-9.481150832189370187e-03	9.799827000000000226e+02
-8.338828811582954872e-03	5.961594000000000051e+02
-7.200351211309375180e-03	1.403544000000000096e+03
-6.066502676836977616e-03	1.335141000000000076e+03
-4.939377935223837612e-03	1.180963999999999942e+03
-3.817894253727676952e-03	1.665667999999999893e+03
-2.702520582561152018e-03	1.610614000000000033e+03
-1.594737107937171938e-03	1.339299999999999955e+03
-5.161358024813947343e-04	2.753273999999999887e+03
5.161358024813912648e-04	2.514804999999999836e+03
1.731185258151850042e-03	2.512027999999999793e+03
3.297936050327121820e-03	3.338311999999999898e+03
5.168347978860340225e-03	3.975474999999999909e+03
7.291038060855559860e-03	4.183595999999999549e+03
9.621742376126927315e-03	4.172211000000000240e+03
1.210992438349687075e-02	3.997065999999999804e+03
1.470657860251120032e-02	3.507155999999999949e+03
1.736778150217080027e-02	3.015724000000000160e+03
2.004861803206687068e-02	2.471264999999999873e+03
2.270652394690144890e-02	2.078393000000000029e+03
2.529953332595893944e-02	2.130266000000000076e+03
2.778635772977447113e-02	1.731478000000000065e+03
3.012625764251257096e-02	1.470897999999999911e+03
3.227644879825337931e-02	1.527946999999999889e+03
3.419788859185184104e-02	1.286515000000000100e+03
3.585676736217013882e-02	1.469030999999999949e+03
3.721285789302741787e-02	1.053832000000000107e+03
3.781515607192761225e-02	8.178187000000000353e+02
