# Electric potential (V)/(m) (d/dx)  
          -1          -1           0  -70.3561982943540     
           0          -1           0   18.8638412665785     
           1          -1           0   53.4783100082870     
           2          -1           0   36.1591271013562     
           3          -1           0   24.0050842190204     
           4          -1           0   15.6114979528213     
           5          -1           0   8.76416745031303     
           6          -1           0   3.83940763392184     
           7          -1           0  5.668003422324341E-004
           8          -1           0  -2.64051548909306     
           9          -1           0  -3.46958286939874     
          10          -1           0  -4.87209686094575     
          11          -1           0  -6.66999611593516     
          12          -1           0  -10.0589465869946     
          13          -1           0  -12.9358318166486     
          14          -1           0  -13.5109257460768     
          15          -1           0  -14.4404387796715     
          16          -1           0  -14.7099858435337     
          17          -1           0  -14.6778522688530     
          18          -1           0  -16.9024501338752     
          19          -1           0  -17.9830043342959     
          20          -1           0  -16.2221860294346     
          21          -1           0  -13.3529896111440     
          22          -1           0  -10.2779038001025     
          23          -1           0  -5.82244363754612     
          24          -1           0   2.03828702060412     
          25          -1           0  -1.42012321270830     
          26          -1           0  -4.46852329671198     
          27          -1           0  -5.44685336992330     
          28          -1           0  -4.70396071408402     
          29          -1           0  -3.53930183981018     
          30          -1           0  -2.52983633537309     
          31          -1           0  -1.69318317451951     
          32          -1           0 -0.939359214264029     
          33          -1           0 -0.242398949225219     
          34          -1           0  0.390141192090044     
          35          -1           0  0.982998680603433     
          36          -1           0   1.54233612420857     
          37          -1           0   2.03341338035195     
          38          -1           0   2.22619054766474     
          39          -1           0   1.84575404600073     
          40          -1           0  0.809351449307655     
          41          -1           0 -0.931659519452148     
          42          -1           0  -2.93343463567818     
          43          -1           0  -4.30167738614740     
          44          -1           0  -4.68053850974752     
          45          -1           0  -4.21916150921862     
          46          -1           0  -3.37183959060781     
          47          -1           0  -2.51667714166293     
          48          -1           0  -1.75229608404060     
          49          -1           0  -1.09692968931469     
          50          -1           0 -0.488247944523347     
          51          -1           0  3.493203090934465E-002
          52          -1           0  0.356282386652897     
          53          -1           0  0.475258962271729     
          54          -1           0  0.401941775757505     
          55          -1           0  0.168203247929749     
          56          -1           0 -0.139717297626326     
          57          -1           0 -0.411850677087080     
          58          -1           0 -0.544045658994866     
          59          -1           0 -0.514987536254787     
          60          -1           0 -0.330520126862285     
          61          -1           0  3.531093217050369E-002
          62          -1           0  0.577394086810814     
          63          -1           0   1.24515194469429     
