# Electric potential (V)/(m) (d/dy)  
          -1          -1           0  -2024.54055376603     
           0          -1           0  -1602.06213338411     
           1          -1           0  -1446.13313882327     
           2          -1           0  -1334.08865540304     
           3          -1           0  -1235.53562875961     
           4          -1           0  -1143.82850991715     
           5          -1           0  -1055.62536991049     
           6          -1           0  -968.932338961369     
           7          -1           0  -886.820135703006     
           8          -1           0  -806.734041829448     
           9          -1           0  -726.981783163414     
          10          -1           0  -651.779254414508     
          11          -1           0  -580.867306567421     
          12          -1           0  -512.590287678942     
          13          -1           0  -436.182343108034     
          14          -1           0  -366.213495578301     
          15          -1           0  -303.715228571052     
          16          -1           0  -244.820726519710     
          17          -1           0  -191.507739595013     
          18          -1           0  -151.865613898141     
          19          -1           0  -113.115909723196     
          20          -1           0  -73.7756892976248     
          21          -1           0  -48.2501232653378     
          22          -1           0  -27.2065890485597     
          23          -1           0  -16.0998845108565     
          24          -1           0  -425.180676648791     
          25          -1           0  -447.083622356577     
          26          -1           0  -459.794149570726     
          27          -1           0  -435.795075986190     
          28          -1           0  -378.120274174495     
          29          -1           0  -311.452256158255     
          30          -1           0  -249.685319747677     
          31          -1           0  -200.536547896250     
          32          -1           0  -169.764190694948     
          33          -1           0  -157.508834603702     
          34          -1           0  -165.636514119362     
          35          -1           0  -193.636651772781     
          36          -1           0  -233.378282325697     
          37          -1           0  -279.961788492130     
          38          -1           0  -327.555494813222     
          39          -1           0  -361.115960007266     
          40          -1           0  -375.305330972270     
          41          -1           0  -373.028685311693     
          42          -1           0  -355.264555755730     
          43          -1           0  -317.753439951895     
          44          -1           0  -252.956178275759     
          45          -1           0  -158.002825962134     
          46          -1           0  -49.3920557489079     
          47          -1           0   55.0138447060013     
          48          -1           0   143.746194678161     
          49          -1           0   211.168025475853     
          50          -1           0   248.344769071681     
          51          -1           0   253.051451372998     
          52          -1           0   234.607725650650     
          53          -1           0   209.707231234542     
          54          -1           0   187.317782201962     
          55          -1           0   177.980694074455     
          56          -1           0   184.163840967896     
          57          -1           0   209.699332193021     
          58          -1           0   250.572879602547     
          59          -1           0   298.169946555830     
          60          -1           0   342.871370809564     
          61          -1           0   373.905261060180     
          62          -1           0   373.441624068116     
          63          -1           0   332.494233167000     
          64          -1           0   251.312298809695     
          65          -1           0   131.743757018603     
          66          -1           0  -15.1982606029282     
          67          -1           0  -169.106249509645     
          68          -1           0  -308.379711695898     
          69          -1           0  -393.846080374489     
          70          -1           0  -422.524938069635     
          71          -1           0  -421.094067774852     
          72          -1           0  -3.79590585406996     
          73          -1           0  -3.43687866047157     
          74          -1           0  -11.4802140763931     
          75          -1           0  -11.0879113430203     
          76          -1           0  -24.7051987500039     
          77          -1           0  -38.4981294530058     
          78          -1           0  -61.3629517904988     
          79          -1           0  -85.4429287795238     
          80          -1           0  -123.654001176367     
          81          -1           0  -161.531827798158     
          82          -1           0  -223.831320121875     
          83          -1           0  -288.134807378836     
          84          -1           0  -362.612417762180     
          85          -1           0  -453.975568960077     
          86          -1           0  -557.670404975257     
          87          -1           0  -666.834779696440     
