# #Flux of atoms impinging on target(s-1m-2)
-2.059531470841219000e-02	1.221046000000000066e+21
-1.999373578588834952e-02	1.263699000000000085e+22
-1.880480322831831058e-02	4.352851999999999869e+21
-1.762213261892925029e-02	5.757457999999999672e+21
-1.644423755778750065e-02	6.654847000000000426e+21
-1.527000847847367025e-02	6.833563999999999607e+21
-1.410108152543875989e-02	8.513174000000000066e+21
-1.293845153898304061e-02	7.572758000000000066e+21
-1.178165640993839025e-02	9.559392000000001049e+21
-1.062893129629459942e-02	7.582535000000000164e+21
-9.481150832189370187e-03	9.900919999999999214e+21
-8.338828811582954872e-03	1.025701999999999961e+22
-7.200351211309375180e-03	1.020717999999999908e+22
-6.066502676836977616e-03	1.168567000000000059e+22
-4.939377935223837612e-03	1.296887000000000059e+22
-3.817894253727676952e-03	1.547688999999999941e+22
-2.702520582561152018e-03	1.811581000000000020e+22
-1.594737107937171938e-03	1.955868999999999810e+22
-5.161358024813947343e-04	2.100492999999999915e+22
5.161358024813912648e-04	2.315312000000000105e+22
1.731185258151850042e-03	2.552109000000000125e+22
3.297936050327121820e-03	2.908322000000000197e+22
5.168347978860340225e-03	3.074841999999999830e+22
7.291038060855559860e-03	3.004249999999999830e+22
9.621742376126927315e-03	3.255314999999999875e+22
1.210992438349687075e-02	3.050499999999999974e+22
1.470657860251120032e-02	2.904257999999999987e+22
1.736778150217080027e-02	2.374391000000000059e+22
2.004861803206687068e-02	2.249856999999999993e+22
2.270652394690144890e-02	2.121015000000000059e+22
2.529953332595893944e-02	1.853800999999999941e+22
2.778635772977447113e-02	1.565737999999999934e+22
3.012625764251257096e-02	1.490309999999999961e+22
3.227644879825337931e-02	1.484621999999999908e+22
3.419788859185184104e-02	1.295749999999999961e+22
3.585676736217013882e-02	1.127669000000000072e+22
3.721285789302741787e-02	1.111833000000000046e+22
3.781515607192761225e-02	1.375997000000000020e+22
