# Poloidal particle flux (s@S@-1@N@) D@S@+1@N@ (ABS) <ix = -1>
 -1.709172786651166E-002  0.000000000000000E+000
 -1.603285440189825E-002  1.938262933414700E+019
 -1.404317001662163E-002  1.965055517869600E+019
 -1.225838253689737E-002  2.025801717878100E+019
 -1.066150189728891E-002  2.088713937780800E+019
 -9.303444878555518E-003  2.133864255127900E+019
 -8.153675134854103E-003  2.157708576230700E+019
 -7.134639172151477E-003  2.150519512304400E+019
 -6.230133971499532E-003  2.122425223641600E+019
 -5.425833347412822E-003  2.076224437426600E+019
 -4.707440792102932E-003  2.022466459977200E+019
 -4.060673463768904E-003  1.974376982731000E+019
 -3.471264958570820E-003  1.942257040769400E+019
 -2.924960687387880E-003  1.936809501598300E+019
 -2.407520579682163E-003  1.969665847254800E+019
 -1.904724491292784E-003  2.057910019518100E+019
 -1.402348363022110E-003  2.205383875124100E+019
 -8.861774587058148E-004  2.429384119046600E+019
 -3.114355089742470E-004  3.057602342508700E+019
  6.952556496038487E-004  7.585297321778001E+019
  2.037378853228092E-003  7.803863435326000E+019
  3.274873179401974E-003  7.720999703652699E+019
  4.422281127240218E-003  7.858391577220401E+019
  5.524472924575089E-003  8.112572385537199E+019
  6.674299760760775E-003  8.625676025610201E+019
  7.935595749300410E-003  9.461968588988999E+019
  9.311997880374397E-003  1.071713494870000E+020
  1.083873135951359E-002  1.228716602745300E+020
  1.256586004683331E-002  1.412455937955300E+020
  1.454229191158361E-002  1.607621045978600E+020
  1.681705655719123E-002  1.807716350038400E+020
  1.943996504745776E-002  2.006425312565100E+020
  2.246017077320309E-002  2.185597252064000E+020
  2.592645870945426E-002  2.329817219255200E+020
  2.999877844077220E-002  2.413197000113400E+020
  3.491917695588813E-002  2.403228851628100E+020
  4.065061052856928E-002  2.248273824163400E+020
  4.371354991499310E-002  0.000000000000000E+000
