2.48995E-01 2.57993E-01 2.74046E-01 2.96802E-01 3.18623E-01 3.26317E-01 3.35936E-01 3.52229E-01 3.58003E-01 3.61269E-01 3.63033E-01 
4.68293E-01 4.83923E-01 5.15204E-01 5.66063E-01 6.08630E-01 6.32631E-01 6.55508E-01 6.99804E-01 7.13024E-01 7.23972E-01 7.26286E-01 
4.82789E-01 5.00239E-01 5.42382E-01 6.05548E-01 6.62440E-01 6.92018E-01 7.21872E-01 7.82656E-01 8.04487E-01 8.18223E-01 8.23850E-01 
4.75642E-01 4.90554E-01 5.34997E-01 6.10635E-01 6.72120E-01 7.07215E-01 7.44989E-01 8.16574E-01 8.45230E-01 8.62975E-01 8.67498E-01 
4.58984E-01 4.72155E-01 5.19583E-01 5.95989E-01 6.69082E-01 7.10113E-01 7.54495E-01 8.39130E-01 8.72831E-01 8.94731E-01 9.03123E-01 
4.30475E-01 4.46968E-01 4.91949E-01 5.75706E-01 6.51187E-01 7.01106E-01 7.48245E-01 8.53380E-01 8.97748E-01 9.24469E-01 9.33426E-01 
4.13524E-01 4.28865E-01 4.70544E-01 5.53321E-01 6.35620E-01 6.83551E-01 7.37752E-01 8.55981E-01 9.06977E-01 9.38461E-01 9.49664E-01 
4.00415E-01 4.14994E-01 4.55109E-01 5.37487E-01 6.16516E-01 6.66110E-01 7.24511E-01 8.54218E-01 9.11309E-01 9.47992E-01 9.59516E-01 
3.90449E-01 4.03405E-01 4.43902E-01 5.21328E-01 6.03724E-01 6.54679E-01 7.13932E-01 8.52334E-01 9.13902E-01 9.54849E-01 9.66245E-01 
3.76474E-01 3.89329E-01 4.25143E-01 5.00790E-01 5.78456E-01 6.30732E-01 6.90273E-01 8.41633E-01 9.15605E-01 9.62515E-01 9.75862E-01 
3.65590E-01 3.79214E-01 4.12776E-01 4.84161E-01 5.58677E-01 6.11974E-01 6.73005E-01 8.31318E-01 9.12626E-01 9.66534E-01 9.81696E-01 
3.59287E-01 3.68862E-01 4.04728E-01 4.71721E-01 5.44303E-01 5.93783E-01 6.57367E-01 8.20862E-01 9.10001E-01 9.69815E-01 9.85536E-01 
3.53817E-01 3.63161E-01 3.97499E-01 4.59304E-01 5.34062E-01 5.80754E-01 6.42968E-01 8.09343E-01 9.04919E-01 9.70586E-01 9.87982E-01 
3.46355E-01 3.58433E-01 3.90003E-01 4.55455E-01 5.21983E-01 5.69743E-01 6.29773E-01 7.99540E-01 9.01553E-01 9.72670E-01 9.89777E-01 
3.40982E-01 3.51067E-01 3.85958E-01 4.45964E-01 5.14537E-01 5.59488E-01 6.19105E-01 7.89934E-01 8.96039E-01 9.73769E-01 9.91758E-01 
3.39402E-01 3.46835E-01 3.81276E-01 4.42988E-01 5.08430E-01 5.53320E-01 6.09895E-01 7.79874E-01 8.90289E-01 9.73993E-01 9.92661E-01 
3.12059E-01 3.21276E-01 3.53122E-01 4.08552E-01 4.67231E-01 5.05754E-01 5.53693E-01 7.09571E-01 8.39483E-01 9.70274E-01 9.97739E-01 
2.99929E-01 3.09757E-01 3.36869E-01 3.89842E-01 4.44010E-01 4.81506E-01 5.24533E-01 6.69044E-01 8.00094E-01 9.61527E-01 9.98909E-01 
2.81305E-01 2.91317E-01 3.16275E-01 3.67438E-01 4.20627E-01 4.51717E-01 4.96646E-01 6.22494E-01 7.43677E-01 9.40370E-01 9.99649E-01 
2.65992E-01 2.76485E-01 3.03046E-01 3.51049E-01 4.05875E-01 4.38059E-01 4.76332E-01 5.96124E-01 7.05073E-01 9.16724E-01 9.99820E-01 
2.49211E-01 2.57957E-01 2.84412E-01 3.35810E-01 3.86452E-01 4.18418E-01 4.57725E-01 5.69953E-01 6.69519E-01 8.82179E-01 9.99925E-01 
2.39388E-01 2.51900E-01 2.77611E-01 3.25155E-01 3.76929E-01 4.07886E-01 4.46605E-01 5.61213E-01 6.55086E-01 8.62323E-01 9.99951E-01 
2.28737E-01 2.37272E-01 2.64499E-01 3.12916E-01 3.66478E-01 3.95958E-01 4.36621E-01 5.42507E-01 6.35627E-01 8.36160E-01 9.99969E-01 
2.21042E-01 2.30770E-01 2.57268E-01 3.07480E-01 3.59926E-01 3.90851E-01 4.25448E-01 5.33862E-01 6.24988E-01 8.19893E-01 9.99975E-01 
2.11603E-01 2.19765E-01 2.50412E-01 2.98018E-01 3.47960E-01 3.79042E-01 4.16715E-01 5.24100E-01 6.11267E-01 8.00943E-01 9.99982E-01 
