# Electric potential (V)/(m) (d/dy)  
          -1          -1           0  8.651167504955536E-002
           0          -1           0 -0.173436790149861     
           1          -1           0 -0.314410115667322     
           2          -1           0 -0.325811288213978     
           3          -1           0 -0.327184450783820     
           4          -1           0 -0.326537542832969     
           5          -1           0 -0.318672889534372     
           6          -1           0 -0.311956130470883     
           7          -1           0 -0.313752389202092     
           8          -1           0 -0.315799486564196     
           9          -1           0 -0.314469044382902     
          10          -1           0 -0.312096896693790     
          11          -1           0 -0.309587608550553     
          12          -1           0 -0.299950200173492     
          13          -1           0 -0.287347777083539     
          14          -1           0 -0.280582661236615     
          15          -1           0 -0.277927050388316     
          16          -1           0 -0.276034286157902     
          17          -1           0 -0.260523523055599     
          18          -1           0 -0.246444096222649     
          19          -1           0 -0.240578150863297     
          20          -1           0 -0.222202985524216     
          21          -1           0 -0.175125376017558     
          22          -1           0 -0.114476297458696     
          23          -1           0 -7.900919736310077E-002
          24          -1           0  -929.922890630935     
          25          -1           0  -985.664968222852     
          26          -1           0  -1074.14119344558     
          27          -1           0  -1134.77811279537     
          28          -1           0  -1114.38690645315     
          29          -1           0  -1018.16207239749     
          30          -1           0  -903.296425890164     
          31          -1           0  -799.797605337967     
          32          -1           0  -721.429454554181     
          33          -1           0  -691.390041929999     
          34          -1           0  -706.190437335286     
          35          -1           0  -762.277613343405     
          36          -1           0  -829.708213289009     
          37          -1           0  -894.831131359223     
          38          -1           0  -933.963067320139     
          39          -1           0  -927.208931767458     
          40          -1           0  -886.495923756522     
          41          -1           0  -835.871042836924     
          42          -1           0  -775.800472908327     
          43          -1           0  -676.794452094333     
          44          -1           0  -509.633973750471     
          45          -1           0  -276.465395856815     
          46          -1           0  -8.70198466624491     
          47          -1           0   258.228843697163     
          48          -1           0   492.365256605870     
          49          -1           0   650.675846615804     
          50          -1           0   737.969396119836     
          51          -1           0   750.087775848100     
          52          -1           0   716.852029741024     
          53          -1           0   660.806659096071     
          54          -1           0   602.573578028779     
          55          -1           0   569.694430915632     
          56          -1           0   584.879487941303     
          57          -1           0   640.245245768080     
          58          -1           0   722.811723089182     
          59          -1           0   815.239972624133     
          60          -1           0   884.040984554535     
          61          -1           0   893.919371118737     
          62          -1           0   816.513940450460     
          63          -1           0   639.218114114934     
          64          -1           0   380.958192059183     
          65          -1           0   58.9019365144542     
          66          -1           0  -283.797791019573     
          67          -1           0  -590.325131002075     
          68          -1           0  -799.442170730766     
          69          -1           0  -896.013524479978     
          70          -1           0  -918.572480407193     
          71          -1           0  -920.222263181070     
          72          -1           0 -8.267922519265859E-002
          73          -1           0 -9.329126356824728E-002
          74          -1           0 -0.100708006446932     
          75          -1           0 -0.152625644578771     
          76          -1           0 -0.167760557085671     
          77          -1           0 -0.165841024841529     
          78          -1           0 -0.206041894031257     
          79          -1           0 -0.256469039715346     
          80          -1           0 -0.360940908761385     
          81          -1           0 -0.441269494539662     
          82          -1           0 -0.458692431503633     
          83          -1           0 -0.471921943063579     
          84          -1           0 -0.507751244162569     
          85          -1           0 -0.534265210057531     
          86          -1           0 -0.450407877531254     
          87          -1           0 -0.511698066548397     
          88          -1           0 -0.571711790249805     
          89          -1           0 -0.628036399937651     
          90          -1           0 -0.692470228887085     
          91          -1           0 -0.754116274254912     
          92          -1           0 -0.700642910891931     
          93          -1           0 -0.639702967858913     
