# Recycling particle source (#.s@S@-1@N@) <ix = 96> D@S@0@N@
 -0.184044678655113       0.000000000000000E+000
 -0.175510906072658        111569180928.531     
 -0.158952377405136        178598293931.476     
 -0.143393517325423        283115931608.063     
 -0.129023194297168        432091685097.051     
 -0.115621953563179        654699719820.574     
 -0.103160355079347        992358954248.107     
 -9.165724895675945E-002   1487231991325.80     
 -8.097036866619640E-002   2261521119374.25     
 -7.090682039060232E-002   3509221925702.14     
 -6.141331326515989E-002   5305047559093.19     
 -5.232033240094133E-002   7193268575790.17     
 -4.362280589793280E-002   8920403494759.64     
 -3.550790830820258E-002   10018670592509.1     
 -2.793742381931230E-002   10526582325628.0     
 -2.087409877587013E-002   10411333602350.6     
 -1.434462420051139E-002   10062775785883.2     
 -8.325585803276442E-003   9914015786946.37     
 -2.713280790128669E-003   10059954095897.2     
  4.393869075974749E-003   17162868168120.4     
  1.478912199492310E-002   23895934921318.5     
  2.836378320415420E-002   39343003460611.0     
  4.493081926735973E-002   78844747145520.2     
  6.424936612593746E-002   137044520508277.     
  7.503964435826663E-002   152293396137871.     
  9.252781101207799E-002   149330371706720.     
  0.116080375383502        141270960230438.     
  0.142297918725612        138624233963826.     
  0.171164560566388        123326174166453.     
  0.202834510929530        107803954409644.     
  0.237449395130309        88686991243385.1     
  0.275046708291833        71345987273036.7     
  0.315856222827603        53265630487658.7     
  0.360259619472911        35124092403720.5     
  0.408205264563137        16120086302477.7     
  0.460281070042709        6938194219237.17     
  0.517314361100545        3977435477924.45     
  0.547461617992650       0.000000000000000E+000
# Recycling particle source (#.s@S@-1@N@) <ix = 96> D@S@+1@N@
 -0.184044678655113       0.000000000000000E+000
 -0.175510906072658       0.000000000000000E+000
 -0.158952377405136       0.000000000000000E+000
 -0.143393517325423       0.000000000000000E+000
 -0.129023194297168       0.000000000000000E+000
 -0.115621953563179       0.000000000000000E+000
 -0.103160355079347       0.000000000000000E+000
 -9.165724895675945E-002  0.000000000000000E+000
 -8.097036866619640E-002  0.000000000000000E+000
 -7.090682039060232E-002  0.000000000000000E+000
 -6.141331326515989E-002  0.000000000000000E+000
 -5.232033240094133E-002  0.000000000000000E+000
 -4.362280589793280E-002  0.000000000000000E+000
 -3.550790830820258E-002  0.000000000000000E+000
