# Electric potential (V)/(m) (d/dx)  
          -1          -1           0  -54.5108935222428     
           0          -1           0   10.0793643694056     
           1          -1           0   41.9313386329347     
           2          -1           0   37.7262070196793     
           3          -1           0   31.7332666946808     
           4          -1           0   26.1043379724610     
           5          -1           0   21.9046612000902     
           6          -1           0   18.2300576268086     
           7          -1           0   13.3029307827847     
           8          -1           0   9.15612170066652     
           9          -1           0   5.74853473466919     
          10          -1           0   3.44628271048090     
          11          -1           0  0.870241868061616     
          12          -1           0  -3.14713440045712     
          13          -1           0  -6.01725984523812     
          14          -1           0  -7.58649457480747     
          15          -1           0  -8.29042625147782     
          16          -1           0  -8.67834973973878     
          17          -1           0  -8.45707011729728     
          18          -1           0  -8.55483554076355     
          19          -1           0  -10.3127440790568     
          20          -1           0  -11.5299994450698     
          21          -1           0  -10.4623889688343     
          22          -1           0  -8.40609442130274     
          23          -1           0  -5.54839067641808     
          24          -1           0   3.24751311311719     
          25          -1           0  0.676498735115758     
          26          -1           0  -2.10129508453136     
          27          -1           0  -3.95001173752515     
          28          -1           0  -4.43028613226441     
          29          -1           0  -4.05186122326728     
          30          -1           0  -3.29175349193788     
          31          -1           0  -2.36651247859126     
          32          -1           0  -1.37158862504932     
          33          -1           0 -0.381464539943898     
          34          -1           0  0.545909942661782     
          35          -1           0   1.36066072729990     
          36          -1           0   1.99705807604108     
          37          -1           0   2.35690493560184     
          38          -1           0   2.26224956576584     
          39          -1           0   1.55931833085472     
          40          -1           0  0.260271439467435     
          41          -1           0  -1.47302817953325     
          42          -1           0  -3.22853453179683     
          43          -1           0  -4.47513167463009     
          44          -1           0  -4.97052266318847     
          45          -1           0  -4.76295533337472     
          46          -1           0  -4.10927696307627     
          47          -1           0  -3.28507686098161     
          48          -1           0  -2.44558383630454     
          49          -1           0  -1.66121487677347     
          50          -1           0 -0.955443882347610     
          51          -1           0 -0.385555969541827     
          52          -1           0 -2.389166701737931E-002
          53          -1           0  0.119275631420712     
          54          -1           0  6.275910092707862E-002
          55          -1           0 -0.144506214613574     
          56          -1           0 -0.415060681493599     
          57          -1           0 -0.639567393951194     
          58          -1           0 -0.719626979741827     
          59          -1           0 -0.612567891218045     
          60          -1           0 -0.307380714141504     
          61          -1           0  0.212503721702131     
          62          -1           0  0.945308914063041     
          63          -1           0   1.85801583430754     
          64          -1           0   2.94220147046321     
          65          -1           0   4.20875781909365     
          66          -1           0   5.63662262205955     
          67          -1           0   7.07819613756201     
          68          -1           0   8.07412783560775     
          69          -1           0   7.85693174143933     
          70          -1           0   6.27341448984745     
          71          -1           0   4.35680968696461     
          72          -1           0  -2.05652521361004     
          73          -1           0   1.09570195248749     
          74          -1           0   4.35386435371307     
          75          -1           0   7.80097002449639     
          76          -1           0   10.1668124879752     
          77          -1           0   11.3134763921707     
          78          -1           0   10.7634866421155     
          79          -1           0   8.77315069606237     
          80          -1           0   7.57749890943294     
          81          -1           0   6.51613622530844     
          82          -1           0   4.85382034181549     
          83          -1           0   3.14554012373231     
          84          -1           0   1.74131696844401     
          85          -1           0 -0.117342330142356     
          86          -1           0  -2.78140000527505     
          87          -1           0  -5.41276169370351     
          88          -1           0  -7.74121781360937     
          89          -1           0  -10.7601288679153     
          90          -1           0  -15.2046288233689     
          91          -1           0  -19.9595099513833     
          92          -1           0  -24.7011562273964     
          93          -1           0  -32.2339618052706     
          94          -1           0  -45.4022825033061     
          95          -1           0  -25.5855069865585     
          96          -1           0   30.7773648328385     
          -1           0           0   44.9790766433253     
           0           0           0   64.1580293018665     
           1           0           0   66.1194841824121     
           2           0           0   52.8081211080880     
           3           0           0   43.8771007011371     
           4           0           0   37.3375167414925     
           5           0           0   32.3593425988717     
           6           0           0   27.6504730784184     
           7           0           0   22.1938088171619     
           8           0           0   17.4560382741630     
           9           0           0   13.4515407507603     
          10           0           0   10.0043716786515     
          11           0           0   6.70642668236308     
          12           0           0   3.07177047521299     
          13           0           0  0.302810568173295     
          14           0           0  -1.38944432044017     
          15           0           0  -2.30327485125081     
          16           0           0  -2.86141797565057     
          17           0           0  -3.71878930106496     
          18           0           0  -4.48338359735204     
          19           0           0  -5.48113833938941     
          20           0           0  -6.44621407440647     
          21           0           0  -6.17881659826130     
          22           0           0  -4.55514204902181     
          23           0           0  -2.76965078602645     
          24           0           0 -0.801593620545463     
          25           0           0 -0.545413730887974     
          26           0           0 -7.011687516889027E-002
          27           0           0  0.243089774688479     
          28           0           0  0.334882801714341     
          29           0           0  0.413820570437865     
          30           0           0  0.361155046650228     
          31           0           0  0.228306694750933     
          32           0           0  0.197479545487222     
          33           0           0  0.123623018266641     
          34           0           0  1.294239656984686E-002
          35           0           0 -3.306613376488272E-002
          36           0           0 -5.473875163320960E-002
          37           0           0 -9.746374036437458E-002
          38           0           0 -6.154016055089451E-002
          39           0           0  0.163686338430777     
          40           0           0  0.359336538557872     
          41           0           0  0.599492711039555     
          42           0           0  0.810946891801255     
          43           0           0  0.849024372280333     
          44           0           0  0.787558589504758     
          45           0           0  0.634532125064507     
          46           0           0  0.460608889248271     
          47           0           0  0.289056563314965     
          48           0           0  0.143898404453583     
          49           0           0  8.714003373597470E-002
          50           0           0  7.399235248353284E-002
          51           0           0  5.525856848857398E-002
          52           0           0  6.733889994871450E-002
          53           0           0  6.805348118128232E-002
          54           0           0  2.595293563046773E-002
          55           0           0 -2.493498080034911E-002
          56           0           0 -0.112483781398286     
          57           0           0 -0.186521981880413     
          58           0           0 -0.225687809140039     
          59           0           0 -0.225367953168285     
          60           0           0 -0.213553749869904     
          61           0           0 -0.206746832312341     
          62           0           0 -0.132379386306398     
          63           0           0 -6.205814910184410E-002
          64           0           0 -6.838161884558576E-002
          65           0           0 -0.180410393388010     
          66           0           0 -0.377291126881187     
          67           0           0 -0.704808411991891     
          68           0           0  -1.08960814850113     
          69           0           0  -1.31865176044811     
          70           0           0  -1.41814531588511     
          71           0           0  -1.29784698723923     
          72           0           0  -1.41923551130991     
          73           0           0  0.598257495217606     
          74           0           0   3.38838306954094     
          75           0           0   6.57741288620700     
          76           0           0   8.99569454470524     
          77           0           0   10.0408437593911     
          78           0           0   9.16789411187371     
          79           0           0   7.03204437220508     
          80           0           0   5.57264954124281     
          81           0           0   4.09833898032398     
          82           0           0   2.01939407227906     
          83           0           0 -0.112714372612185     
          84           0           0  -2.03537630408436     
          85           0           0  -4.33212902530017     
          86           0           0  -7.33795808595908     
          87           0           0  -10.6270009524687     
          88           0           0  -13.6763421903642     
          89           0           0  -17.5165659934993     
          90           0           0  -23.1769280537843     
          91           0           0  -29.0819493841616     
          92           0           0  -35.0355842649416     
          93           0           0  -44.1490904285351     
          94           0           0  -60.4756358249483     
          95           0           0  -66.5204033628498     
          96           0           0  -57.1001351526134     
          -1           1           0   47.4600204590939     
           0           1           0   66.9074831684684     
           1           1           0   69.3664763192192     
           2           1           0   55.4668224241685     
           3           1           0   45.2935449647873     
           4           1           0   38.0487171818900     
           5           1           0   32.2931126667079     
           6           1           0   27.2968828218592     
           7           1           0   22.4498461723460     
           8           1           0   18.8837127855186     
           9           1           0   15.2857314997033     
          10           1           0   10.8943138592654     
          11           1           0   7.01856132575692     
          12           1           0   3.61781803622280     
          13           1           0   1.43839546197659     
          14           1           0  0.239786944192733     
          15           1           0 -0.859478027663146     
          16           1           0  -2.94167033346905     
          17           1           0  -5.04978536593323     
          18           1           0  -5.73486955386157     
          19           1           0  -6.58446021237343     
          20           1           0  -6.99265130970787     
          21           1           0  -5.78415779431337     
          22           1           0  -4.85429027201619     
