# #Flux of molecules impinging on target(s-1m-2)
-2.829741713749759149e-02	1.457652999999999967e+21
-2.754418117243586164e-02	2.973521000000000098e+21
-2.604750431866531893e-02	2.614566000000000066e+21
-2.454482640620982842e-02	3.475687000000000164e+21
-2.303519878925846046e-02	2.625240999999999836e+21
-2.151423524245453869e-02	2.556066999999999771e+21
-1.998750872664938061e-02	2.643964000000000131e+21
-1.845245000745293976e-02	2.274376000000000000e+21
-1.690400470108503056e-02	2.489009000000000098e+21
-1.534913425967763916e-02	3.135580000000000131e+21
-1.378587495932950997e-02	3.202199000000000164e+21
-1.220858545844319930e-02	2.491830000000000066e+21
-1.062421728886807012e-02	3.408934000000000066e+21
-9.030683883552589886e-03	3.497522000000000197e+21
-7.419809446862681707e-03	3.619612000000000131e+21
-5.798316750575534424e-03	3.765347999999999869e+21
-4.162449918080973581e-03	3.494962000000000197e+21
-2.502091885771023927e-03	2.762173999999999803e+21
-7.933080680733728407e-04	3.155703000000000164e+21
7.933080680733763101e-04	2.180859000000000033e+21
2.520163960515682793e-03	2.651697000000000098e+21
4.797452263993252398e-03	2.212187000000000033e+21
7.567178417047536187e-03	2.139144000000000000e+21
1.078086832699720957e-02	1.391246999999999902e+21
1.438179911263615975e-02	8.131992999999999836e+20
1.831031928558060975e-02	3.426884000000000000e+20
2.251162048530805024e-02	5.039868000000000000e+20
2.692686280267993920e-02	2.329290000000000000e+20
3.149235487654918064e-02	3.453633999999999672e+20
3.613901245115325872e-02	2.454243000000000164e+20
4.079185018335040186e-02	1.507104000000000000e+20
4.536955170962214678e-02	1.106077000000000000e+20
4.978655961177790717e-02	4.612808000000000000e+19
5.395327277854516240e-02	0.000000000000000000e+00
5.777180821190339849e-02	2.762740000000000000e+19
6.113272979698247678e-02	6.433011000000000000e+19
6.392965628452301763e-02	3.905316000000000000e+19
6.518739440953413844e-02	2.187932000000000131e+21
