# Electric potential (V)/(m) (d/dx)  
          -1          -1           0 -0.466967290362517     
           0          -1           0   23.6091631414887     
           1          -1           0   25.9222554345796     
           2          -1           0   15.9284954867406     
           3          -1           0   14.9512336297808     
           4          -1           0   13.7340992399591     
           5          -1           0   12.5201232179989     
           6          -1           0   10.0691442751047     
           7          -1           0   6.56218199007543     
           8          -1           0   4.51319041844323     
           9          -1           0   3.02378814078739     
          10          -1           0   1.56408826724040     
          11          -1           0  7.649527973877621E-002
          12          -1           0   1.86334494478049     
          13          -1           0   5.53374689309547     
          14          -1           0   4.65899015150334     
          15          -1           0   1.72817087093092     
          16          -1           0  0.843699009988831     
          17          -1           0   2.74113555338464     
          18          -1           0   5.55754790485548     
          19          -1           0   4.68145033599090     
          20          -1           0   1.39566516190863     
          21          -1           0 -0.978544510620869     
          22          -1           0 -0.682215779542621     
          23          -1           0   1.01695226225741     
          24          -1           0   1.69926561433510     
          25          -1           0  -2.19985304331350     
          26          -1           0  -5.80577295473652     
          27          -1           0  -7.41363987316736     
          28          -1           0  -7.03921358045985     
          29          -1           0  -5.71132796497509     
          30          -1           0  -4.11840121713316     
          31          -1           0  -2.58336700075997     
          32          -1           0  -1.17538762102961     
          33          -1           0  6.976877611191037E-002
          34          -1           0   1.21836044011225     
          35          -1           0   2.30983193385500     
          36          -1           0   3.22226622717349     
          37          -1           0   3.80502093525241     
          38          -1           0   3.77075969890796     
          39          -1           0   2.67020348655802     
          40          -1           0  0.249817521761535     
          41          -1           0  -2.91988242388396     
          42          -1           0  -5.49925351028714     
          43          -1           0  -6.69493144538297     
          44          -1           0  -6.54505081160246     
          45          -1           0  -5.58140006314135     
          46          -1           0  -4.36089578922585     
          47          -1           0  -3.14685061346289     
          48          -1           0  -2.05348527304301     
          49          -1           0  -1.10170910336802     
          50          -1           0 -0.274341461907591     
          51          -1           0  0.375858618647474     
          52          -1           0  0.813780884864498     
          53          -1           0   1.02121352348443     
          54          -1           0  0.874994467847859     
          55          -1           0  0.360625422181666     
          56          -1           0 -0.277755781008439     
          57          -1           0 -0.810051776388083     
          58          -1           0  -1.07154409149756     
          59          -1           0 -0.935277126650735     
          60          -1           0 -0.447075994340479     
          61          -1           0  0.261044156587130     
          62          -1           0   1.14790448246186     
          63          -1           0   2.21628932192842     
          64          -1           0   3.48884340832902     
          65          -1           0   5.07222055289900     
          66          -1           0   7.02993632844155     
          67          -1           0   9.05819501884139     
          68          -1           0   10.4789791947596     
          69          -1           0   10.0685991086237     
          70          -1           0   7.29171156697199     
          71          -1           0   3.73370900677925     
          72          -1           0  0.668897538595131     
          73          -1           0  9.991667413897316E-002
          74          -1           0  0.285007731539724     
          75          -1           0  0.170508450633204     
          76          -1           0  0.126848811705436     
          77          -1           0  0.373085125871889     
          78          -1           0  0.416240905254487     
          79          -1           0  0.242741598945104     
          80          -1           0  9.014515047211115E-002
          81          -1           0 -0.104735591309464     
          82          -1           0 -0.367331481639123     
          83          -1           0 -0.618016679415480     
          84          -1           0 -0.816410606660836     
          85          -1           0  -1.04355038000062     
          86          -1           0  -1.26515273693072     
          87          -1           0  -1.42970058879292     
          88          -1           0  -1.66425282789561     
          89          -1           0  -1.99151097049539     
          90          -1           0  -2.44195761525556     
          91          -1           0  -3.14980489178302     
          92          -1           0  -4.66635749374608     
          93          -1           0  -7.80905630917674     
          94          -1           0  -16.4753139016512     
          95          -1           0  -14.8675919617059     
          96          -1           0   1.25087822701226     
          -1           0           0 -0.358241833707778     
           0           0           0   23.4149523269362     
           1           0           0   25.6727651606707     
           2           0           0   15.7977139931689     
           3           0           0   14.8861706936643     
           4           0           0   13.7185356043802     
           5           0           0   12.5414253762110     
           6           0           0   10.0952058495975     
           7           0           0   6.58223302291680     
           8           0           0   4.52895401772267     
           9           0           0   3.03350063321512     
          10           0           0   1.56525761548331     
          11           0           0  7.202475663105970E-002
          12           0           0   1.87486934322463     
          13           0           0   5.56861695676408     
          14           0           0   4.68540763297362     
          15           0           0   1.73035084754022     
          16           0           0  0.843272532520407     
          17           0           0   2.77413830007020     
          18           0           0   5.64438882420264     
          19           0           0   4.77587295343508     
          20           0           0   1.43688617782527     
          21           0           0 -0.992061696315746     
          22           0           0 -0.696402834813743     
          23           0           0   1.04449426764804     
          24           0           0 -0.409372940059192     
          25           0           0  0.155762664292082     
          26           0           0  0.738464542981057     
          27           0           0   1.06998561529000     
          28           0           0   1.14117541212690     
          29           0           0  0.876960380187449     
          30           0           0  0.564145639507980     
          31           0           0  0.364154220998445     
          32           0           0  0.104280985178380     
          33           0           0 -0.142066425098563     
          34           0           0 -0.314888876012244     
          35           0           0 -0.489134296124683     
          36           0           0 -0.743590546515513     
          37           0           0 -0.898442142016342     
          38           0           0 -0.883310235062618     
          39           0           0 -0.662179973706946     
          40           0           0 -0.348652687848581     
          41           0           0  0.176940505904696     
          42           0           0  0.679693424671857     
          43           0           0  0.764154947576865     
          44           0           0  0.589980600314044     
          45           0           0  0.298163736841239     
          46           0           0  0.136021137835494     
          47           0           0  5.922449489225521E-002
          48           0           0 -5.810282477287911E-002
          49           0           0 -0.105075616491584     
          50           0           0 -4.883598675567831E-002
          51           0           0 -9.303311235798108E-003
          52           0           0  5.034255034121896E-003
          53           0           0  5.139637517134046E-002
          54           0           0  0.101742199182532     
          55           0           0  0.142300215883338     
          56           0           0  0.168847243905778     
          57           0           0  0.150736621808816     
          58           0           0  8.922821859105121E-002
          59           0           0  9.656819217872008E-002
          60           0           0  0.179937877445196     
          61           0           0  0.223153888410731     
          62           0           0  0.272371855100364     
          63           0           0  0.308499917335668     
          64           0           0  0.245348711749903     
          65           0           0  5.645021657903243E-002
          66           0           0 -0.226445204206985     
          67           0           0 -0.756611650936615     
