# Electric potential (V)/(m) (d/dy)  
          -1          -1           0   1.56866947022963     
           0          -1           0   1.51255755748279     
           1          -1           0   1.16402978243819     
           2          -1           0  -2.40096396190969     
           3          -1           0  -1.71982969735369     
           4          -1           0  -1.50761066465591     
           5          -1           0  -1.26495563741206     
           6          -1           0 -0.964166885370122     
           7          -1           0 -0.710814153643710     
           8          -1           0 -0.262807129934093     
           9          -1           0 -0.307442512421240     
          10          -1           0 -0.316618118612283     
          11          -1           0 -0.303249355075201     
          12          -1           0 -0.275654701909457     
          13          -1           0 -0.239133443587679     
          14          -1           0 -0.203716335151165     
          15          -1           0 -0.172924350934541     
          16          -1           0 -0.140190667895763     
          17          -1           0 -0.100036456720992     
          18          -1           0 -6.249594780496488E-002
          19          -1           0 -3.167530281159241E-002
          20          -1           0  6.454111785388597E-003
          21          -1           0  7.398652752891811E-002
          22          -1           0  0.147882804690368     
          23          -1           0  0.180231830242167     
          24          -1           0  -893.074317798948     
          25          -1           0  -972.317185621419     
          26          -1           0  -1135.13344568664     
          27          -1           0  -1325.38178079945     
          28          -1           0  -1472.46307361113     
          29          -1           0  -1549.49556594118     
          30          -1           0  -1578.95976908422     
          31          -1           0  -1579.33063291245     
          32          -1           0  -1564.23213449047     
          33          -1           0  -1535.63541489245     
          34          -1           0  -1496.66621160843     
          35          -1           0  -1454.12222712931     
          36          -1           0  -1398.48864428737     
          37          -1           0  -1323.78962014465     
          38          -1           0  -1220.70013118809     
          39          -1           0  -1093.99700942882     
          40          -1           0  -973.285827282450     
          41          -1           0  -874.017359560680     
          42          -1           0  -784.486509813380     
          43          -1           0  -676.969042729856     
          44          -1           0  -514.073662903021     
          45          -1           0  -287.663853363311     
          46          -1           0  -15.8569491112838     
          47          -1           0   271.946322636801     
          48          -1           0   541.136366229261     
          49          -1           0   758.340579486310     
          50          -1           0   903.576419957573     
          51          -1           0   979.474178163885     
          52          -1           0   1005.04329962054     
          53          -1           0   990.219835361040     
          54          -1           0   959.910897247060     
          55          -1           0   948.027060020609     
