# Special <ix = 96>
 -2.078334344117427E-002  0.000000000000000E+000
 -2.017976341047707E-002 -2.840992295620600E+020
 -1.898856584581277E-002 -3.182195792621400E+020
 -1.780546077390171E-002 -3.623766429687300E+020
 -1.662725069814860E-002 -4.255164055586000E+020
 -1.545249311761085E-002 -4.983887199746100E+020
 -1.428055803501230E-002 -5.857655981635000E+020
 -1.311489294621102E-002 -7.034119579276299E+020
 -1.195658284675568E-002 -8.293725675840000E+020
 -1.080191273849984E-002 -9.740364682375300E+020
 -9.652167617492279E-003 -1.165505777903200E+021
 -8.505157488013948E-003 -1.380456871564500E+021
 -7.360652342314979E-003 -1.625902411895100E+021
 -6.218282178114414E-003 -1.948229961921500E+021
 -5.080229485282060E-003 -2.304239552732900E+021
 -3.948461735117530E-003 -2.697680300686800E+021
 -2.818853907747210E-003 -3.198039331404000E+021
 -1.691065904893305E-003 -3.705900103833500E+021
 -5.639466701569708E-004 -4.209938279588000E+021
  4.934550684965941E-004 -4.111754783651500E+021
  1.669125120594396E-003 -6.227458740749900E+021
  3.198110153042374E-003 -8.160040602171500E+021
  5.031641232953788E-003 -9.071960235264800E+021
  7.116036985890986E-003 -8.467322047993800E+021
  9.404485464254240E-003 -7.274386981004100E+021
  1.184969413601046E-002 -6.072729874651501E+021
  1.440104540855465E-002 -4.518410168882700E+021
  1.701920676289539E-002 -3.630847182190000E+021
  1.965932312784242E-002 -2.538475513543700E+021
  2.227629191983258E-002 -1.963889626594300E+021
  2.483059448625103E-002 -1.359156433535000E+021
  2.728027478805216E-002 -9.686930116006300E+020
  2.958672079572544E-002 -7.223123060769900E+020
  3.170787154896798E-002 -5.286722607141000E+020
  3.360262700601596E-002 -3.874700380676500E+020
  3.523869462518130E-002 -2.817127812373400E+020
  3.657972180873302E-002 -1.978874797427900E+020
  3.717721778480718E-002  0.000000000000000E+000
