# Radial molecular flux (s@S@-1@N@.m@S@-2@N@) <ix = -1> D2
 -0.105946758399116      -1.952981900000000E+022
 -0.101359466256058      -1.952981900000000E+022
 -9.250189968140766E-002 -2.086067600000000E+022
 -8.409058719795277E-002 -2.439792800000000E+022
 -7.611218242022832E-002 -2.934195200000000E+022
 -6.855465800831947E-002 -3.313176900000000E+022
 -6.137404464517445E-002 -3.715910200000000E+022
 -5.455047301837363E-002 -3.818051700000000E+022
 -4.810271329985016E-002 -4.112643100000000E+022
 -4.202290274371547E-002 -4.068965500000000E+022
 -3.629623712224775E-002 -3.713942200000000E+022
 -3.090756491012921E-002 -3.030008400000000E+022
 -2.587372932838627E-002 -2.064516500000000E+022
 -2.118141714357522E-002 -1.117751400000000E+022
 -1.678088948876341E-002 -3.949814100000000E+021
 -1.265107603339939E-002  2.118646300000000E+020
 -8.775611909063924E-003 -7.102086300000000E+020
 -5.137974594500647E-003 -7.771566900000001E+020
 -1.688268399089837E-003 -1.115227700000000E+021
  2.661951185668018E-003 -7.133836900000000E+020
  9.086251808140142E-003 -4.067775700000000E+020
  1.762011488826405E-002 -9.508462700000000E+020
  2.815313601975897E-002 -2.054628500000000E+022
  4.064908719880661E-002 -7.757777200000000E+022
  5.507572155000978E-002 -6.424920500000000E+022
  7.145391988225749E-002 -5.383690800000000E+022
  8.971411583508657E-002 -4.121020100000000E+022
  0.109797196019186      -3.163164600000000E+022
  0.131760027664053      -1.822979200000000E+022
  0.155735669949418      -1.333439000000000E+022
  0.181697398746757      -1.236141600000000E+022
  0.209691131024307      -1.309963100000000E+022
  0.239307014050524      -1.061249000000000E+022
  0.270104741869001      -7.226144600000000E+021
  0.302617103902833      -3.928301800000000E+021
  0.337251559425378      -2.021637600000000E+021
  0.373755162424166      -4.969859600000000E+020
  0.392593275428148      -4.969859600000000E+020
# Radial molecular flux (s@S@-1@N@.m@S@-2@N@) <ix = -1> T2
 -0.105946758399116      -1.989608600000000E+022
 -0.101359466256058      -1.989608600000000E+022
 -9.250189968140766E-002 -2.543695900000000E+022
 -8.409058719795277E-002 -3.234107900000000E+022
 -7.611218242022832E-002 -3.608968700000000E+022
 -6.855465800831947E-002 -3.913749000000000E+022
 -6.137404464517445E-002 -4.284803200000000E+022
 -5.455047301837363E-002 -4.788100200000000E+022
 -4.810271329985016E-002 -4.423863300000000E+022
 -4.202290274371547E-002 -4.285139200000000E+022
 -3.629623712224775E-002 -3.917785600000000E+022
 -3.090756491012921E-002 -3.347847400000000E+022
 -2.587372932838627E-002 -2.569635500000000E+022
 -2.118141714357522E-002 -1.914748800000000E+022
 -1.678088948876341E-002 -1.048548100000000E+022
 -1.265107603339939E-002 -3.819243500000000E+021
 -8.775611909063924E-003 -3.841492000000000E+020
 -5.137974594500647E-003 -7.140322800000000E+020
 -1.688268399089837E-003 -1.594599500000000E+021
  2.661951185668018E-003 -7.750057700000000E+020
  9.086251808140142E-003 -4.480235900000000E+020
  1.762011488826405E-002 -8.835149100000000E+020
  2.815313601975897E-002 -1.876871100000000E+022
  4.064908719880661E-002 -8.666844199999999E+022
  5.507572155000978E-002 -7.297340200000000E+022
  7.145391988225749E-002 -5.581074000000000E+022
  8.971411583508657E-002 -3.884281400000000E+022
  0.109797196019186      -2.420994100000000E+022
  0.131760027664053      -1.412448800000000E+022
  0.155735669949418      -1.274626800000000E+022
  0.181697398746757      -1.041530200000000E+022
  0.209691131024307      -1.103363000000000E+022
  0.239307014050524      -9.266798400000000E+021
  0.270104741869001      -5.985730400000000E+021
  0.302617103902833      -3.904185000000000E+021
  0.337251559425378      -1.340270000000000E+021
  0.373755162424166      -1.036742000000000E+020
  0.392593275428148      -1.036742000000000E+020
