# Electric potential (V)/(m) (d/dx)  
          -1          -1           0 -0.349216610945480     
           0          -1           0   19.1358395885832     
           1          -1           0   21.4208085870433     
           2          -1           0   14.4709920290229     
           3          -1           0   14.2442866447613     
           4          -1           0   9.19621997960523     
           5          -1           0   5.34206087184654     
           6          -1           0   6.93792578652772     
           7          -1           0   9.59924017250148     
           8          -1           0   13.6750138423127     
           9          -1           0   12.4365361355927     
          10          -1           0   7.13524253506076     
          11          -1           0   3.98425731149825     
          12          -1           0   2.15379853344575     
          13          -1           0   1.13884086123331     
          14          -1           0  0.918032873158925     
          15          -1           0   1.08583593678859     
          16          -1           0   1.21833854066142     
          17          -1           0   1.08706912420209     
          18          -1           0  0.564515641081896     
          19          -1           0  0.367443013355532     
          20          -1           0  0.499116745946678     
          21          -1           0 -5.414589255935878E-002
          22          -1           0 -0.710616504758981     
          23          -1           0 -0.444927693645109     
          24          -1           0   1.34344864114725     
          25          -1           0  -2.62901493545441     
          26          -1           0  -6.01170843337700     
          27          -1           0  -7.19122954323378     
          28          -1           0  -6.50184456013963     
          29          -1           0  -5.02478288379927     
          30          -1           0  -3.50881886016243     
          31          -1           0  -2.20768829881698     
          32          -1           0  -1.00489892649998     
          33          -1           0  4.646575242203714E-002
          34          -1           0  0.972350335720817     
          35          -1           0   1.87349947128767     
          36          -1           0   2.71339726669170     
          37          -1           0   3.34596106148133     
          38          -1           0   3.45860225720833     
          39          -1           0   2.57586915264825     
          40          -1           0  0.324787688412129     
          41          -1           0  -2.84070436248628     
          42          -1           0  -5.41907306021949     
          43          -1           0  -6.48031324628316     
          44          -1           0  -6.18697126525759     
          45          -1           0  -5.16424164013883     
          46          -1           0  -3.99256821380892     
          47          -1           0  -2.86928334138598     
          48          -1           0  -1.85060613604925     
          49          -1           0 -0.966793251118311     
          50          -1           0 -0.219530466251727     
          51          -1           0  0.369536807246379     
          52          -1           0  0.800694481447217     
          53          -1           0   1.02251478456080     
          54          -1           0  0.897941307296553     
          55          -1           0  0.407486187913487     
          56          -1           0 -0.188737759579999     
          57          -1           0 -0.661536702246081     
          58          -1           0 -0.869365110487902     
          59          -1           0 -0.745952153376962     
          60          -1           0 -0.352266600415352     
          61          -1           0  0.285283497350197     
          62          -1           0   1.08718537419261     
          63          -1           0   2.00707918719247     
          64          -1           0   3.09922415046214     
          65          -1           0   4.51289717391494     
          66          -1           0   6.35728032814316     
          67          -1           0   8.42709158560630     
          68          -1           0   10.1201455018482     
          69          -1           0   10.0116070621947     
          70          -1           0   7.26537056786248     
          71          -1           0   3.48628905968385     
          72          -1           0  0.252639964424752     
          73          -1           0  0.588957090440080     
          74          -1           0  0.888539853986766     
          75          -1           0   1.30267152596738     
          76          -1           0   1.03559353429933     
          77          -1           0  0.633168360074327     
          78          -1           0  0.555821652523285     
          79          -1           0  0.442141756262782     
          80          -1           0  0.275539495398833     
          81          -1           0 -1.884748016963196E-004
          82          -1           0 -0.312272456241864     
          83          -1           0 -0.562759327953980     
          84          -1           0 -0.788951219564311     
          85          -1           0  -1.07020862130445     
          86          -1           0  -1.34429323228060     
          87          -1           0  -1.56154150180127     
          88          -1           0  -1.83604765287994     
          89          -1           0  -2.23929310046710     
          90          -1           0  -2.79058086459218     
          91          -1           0  -3.40624632312209     
          92          -1           0  -4.68224633190505     
          93          -1           0  -7.35167747547026     
          94          -1           0  -14.4547937848402     
          95          -1           0  -13.1804178036967     
          96          -1           0 -6.535479422525978E-002
          -1           0           0  -1.28318709732408     
           0           0           0   18.6016279056476     
           1           0           0   21.1960406710731     
           2           0           0   14.3580367514620     
           3           0           0   14.1614952284815     
           4           0           0   9.16356860144163     
           5           0           0   5.33856572576247     
           6           0           0   6.92519263114016     
           7           0           0   9.58525388971087     
           8           0           0   13.6853954861985     
           9           0           0   12.4697891606442     
          10           0           0   7.16720780436050     
          11           0           0   4.01021506412896     
          12           0           0   2.17359556917486     
          13           0           0   1.14540631746946     
          14           0           0  0.916685968196186     
          15           0           0   1.08631522167675     
          16           0           0   1.22883521644117     
          17           0           0   1.10276530104144     
          18           0           0  0.569538772054227     
          19           0           0  0.371031075351939     
          20           0           0  0.520216285955416     
          21           0           0 -3.139168529759986E-002
          22           0           0 -0.710229039962999     
          23           0           0 -0.460471755941036     
          24           0           0 -4.015992071073476E-003
          25           0           0  0.594020120599830     
          26           0           0   1.27522867151924     
          27           0           0   1.45485117225377     
          28           0           0   1.27553744125376     
          29           0           0   1.03639609209657     
          30           0           0  0.672532396902328     
          31           0           0  0.324795713809531     
          32           0           0  6.174556083032050E-002
          33           0           0 -0.167441609607164     
          34           0           0 -0.414047137456421     
          35           0           0 -0.699122131077564     
          36           0           0 -0.953152845807217     
          37           0           0  -1.10185465481736     
          38           0           0  -1.18105880889845     
          39           0           0  -1.04958923837211     
          40           0           0 -0.610972947265940     
          41           0           0 -5.872814913460275E-002
          42           0           0  0.360708027404459     
          43           0           0  0.541906498155474     
          44           0           0  0.434784958798210     
          45           0           0  0.191043944989404     
