# Electric potential (V)/(m) (d/dy)  
          -1          -1           0  -1.22391585138387     
           0          -1           0  -1.42659225212092     
           1          -1           0  -1.35703261250559     
           2          -1           0  -1.30568555822606     
           3          -1           0  -1.24176021709579     
           4          -1           0  -1.16144611017602     
           5          -1           0  -1.12169763780853     
           6          -1           0  -1.06807975675688     
           7          -1           0  -1.00000964985854     
           8          -1           0 -0.877987910631715     
           9          -1           0 -0.657424407823886     
          10          -1           0 -0.498400474797548     
          11          -1           0 -0.397981643572321     
          12          -1           0 -0.325866732955801     
          13          -1           0 -0.283592046103357     
          14          -1           0 -0.267821068639331     
          15          -1           0 -0.248988311982345     
          16          -1           0 -0.219690113440739     
          17          -1           0 -0.164120731191111     
          18          -1           0 -0.119316348142194     
          19          -1           0 -0.120573914466316     
          20          -1           0 -9.069410719987657E-002
          21          -1           0 -1.781079758393687E-002
          22          -1           0  6.471556988698283E-003
          23          -1           0 -2.644416111637265E-002
          24          -1           0  -812.408173985898     
          25          -1           0  -843.231720173859     
          26          -1           0  -852.526498749495     
          27          -1           0  -800.901143980287     
          28          -1           0  -691.955638329910     
          29          -1           0  -547.981818669927     
          30          -1           0  -416.316748272408     
          31          -1           0  -313.421607341238     
          32          -1           0  -252.794554321638     
          33          -1           0  -238.246756279213     
          34          -1           0  -266.976214254093     
          35          -1           0  -331.834892029251     
          36          -1           0  -425.562658835965     
          37          -1           0  -525.732786931295     
          38          -1           0  -614.745365652440     
          39          -1           0  -673.780078805588     
          40          -1           0  -691.352260319278     
          41          -1           0  -674.042690491501     
          42          -1           0  -626.954261997532     
          43          -1           0  -529.987568686077     
          44          -1           0  -370.315957690869     
          45          -1           0  -169.319803891293     
          46          -1           0   41.0803672611157     
          47          -1           0   238.110665320437     
          48          -1           0   395.470289070049     
          49          -1           0   491.594605508721     
          50          -1           0   529.430860815247     
          51          -1           0   508.910630542863     
          52          -1           0   451.066570331746     
          53          -1           0   374.737480610322     
          54          -1           0   305.701477622121     
          55          -1           0   265.032712918720     
          56          -1           0   271.901992541134     
          57          -1           0   318.552964372565     
          58          -1           0   400.548183528159     
          59          -1           0   498.276818041656     
          60          -1           0   580.354904190170     
          61          -1           0   615.152483868776     
          62          -1           0   590.300037891292     
          63          -1           0   492.412605846659     
          64          -1           0   322.884536679844     
          65          -1           0   95.5780573137579     
          66          -1           0  -167.834956165101     
          67          -1           0  -436.000397931411     
          68          -1           0  -651.207074011110     
          69          -1           0  -776.123262708022     
          70          -1           0  -814.668973104657     
          71          -1           0  -808.290386585195     
          72          -1           0 -8.571919196442304E-002
          73          -1           0 -0.101686739992182     
          74          -1           0 -0.117371133445624     
          75          -1           0 -0.114034472600353     
          76          -1           0  3.211218857365183E-003
          77          -1           0  4.442968627947451E-002
          78          -1           0  3.705741365465787E-002
          79          -1           0  8.963252433030583E-003
          80          -1           0 -0.122680307156439     
          81          -1           0 -0.235149394420858     
          82          -1           0 -0.270835913444111     
          83          -1           0 -0.309415751215366     
          84          -1           0 -0.394206606467480     
          85          -1           0 -0.472868689011804     
          86          -1           0 -0.392003242281922     
          87          -1           0 -0.547599620560870     
          88          -1           0 -0.714399609908001     
          89          -1           0 -0.887307479980257     
          90          -1           0  -1.08207231983249     
          91          -1           0  -1.29765913230029     
          92          -1           0  -1.35318163394568     
          93          -1           0  -1.44967880066894     
          94          -1           0  -1.78041571424729     
          95          -1           0  -2.22088301547325     
          96          -1           0  -1.78808137893353     
          -1           0           0   3.30056386761880     
           0           0           0   3.15932445113750     
           1           0           0   3.74187531873577     
           2           0           0   4.05739769829054     
           3           0           0   4.25462382995354     
           4           0           0   4.43822373385312     
           5           0           0   4.74749588967699     
           6           0           0   4.94173084338279     
           7           0           0   4.98085118092109     
           8           0           0   3.37504407842196     
           9           0           0  0.936796032945070     
          10           0           0 -7.182417482046617E-002
          11           0           0 -0.337756187539208     
          12           0           0 -8.613621979210802E-002
          13           0           0 -0.364571122122122     
          14           0           0 -0.889368472477436     
          15           0           0 -0.928457064439750     
          16           0           0 -0.850510418532374     
          17           0           0 -0.432909470999448     
          18           0           0  0.198695719068681     
          19           0           0 -0.546162822931708     
          20           0           0 -0.477049659347332     
          21           0           0  0.509547392796106     
          22           0           0  0.361254909537268     
          23           0           0 -4.469139115063623E-002
          24           0           0  -279.276811497177     
          25           0           0  -293.190663194477     
          26           0           0  -307.393900439367     
          27           0           0  -309.533628603510     
          28           0           0  -292.953031123842     
          29           0           0  -262.108506098503     
          30           0           0  -232.088038444235     
          31           0           0  -207.372677153132     
          32           0           0  -192.348589732691     
          33           0           0  -188.307710202125     
          34           0           0  -195.495524446064     
          35           0           0  -210.620848763591     
          36           0           0  -231.434127027729     
          37           0           0  -252.239051404748     
          38           0           0  -267.609846395983     
          39           0           0  -274.203271303956     
          40           0           0  -270.374362853518     
          41           0           0  -259.598335597162     
          42           0           0  -243.851731388909     
          43           0           0  -213.752592471713     
          44           0           0  -160.319395753033     
          45           0           0  -88.7930267414081     
          46           0           0  -11.7167518723587     
          47           0           0   65.5481717020488     
          48           0           0   132.248395447790     
          49           0           0   177.668723060078     
          50           0           0   201.372082393296     
          51           0           0   203.558325521252     
          52           0           0   191.913569230329     
          53           0           0   170.897598676472     
          54           0           0   150.291903326795     
          55           0           0   141.048353420546     
          56           0           0   146.944772929352     
          57           0           0   166.893210456260     
          58           0           0   198.840928930563     
          59           0           0   234.397426920953     
          60           0           0   263.281876488988     
          61           0           0   272.883675543628     
          62           0           0   258.388519892188     
          63           0           0   213.473417060494     
          64           0           0   144.077762245951     
          65           0           0   49.2024262881522     
          66           0           0  -55.2576497450896     
          67           0           0  -154.542625507838     
          68           0           0  -230.060655836144     
          69           0           0  -267.675612760579     
          70           0           0  -278.125632164398     
          71           0           0  -276.466373715684     
          72           0           0 -0.168595995544323     
          73           0           0  0.498836973003904     
          74           0           0   2.01424636824787     
          75           0           0   2.32745361810634     
          76           0           0   1.85139256513854     
          77           0           0   1.95970290901552     
          78           0           0   1.98889230662578     
          79           0           0   2.25150998191687     
          80           0           0   2.61899942981529     
          81           0           0   2.73079284320362     
          82           0           0   2.75635786972435     
          83           0           0   2.78820346460004     
          84           0           0   2.79616239356342     
          85           0           0   2.69582883341232     
          86           0           0   2.61110053556055     
          87           0           0   2.45687187755227     
          88           0           0   2.39306311436898     
          89           0           0   2.48730835492170     
          90           0           0   2.28874822933660     
          91           0           0   1.82737251450128     
          92           0           0   1.57439472052250     
          93           0           0   1.25459597211906     
          94           0           0  0.755800638325677     
          95           0           0 -0.545085593133759     
          96           0           0 -0.441217948177021     
          -1           1           0   4.20989406804679     
           0           1           0   4.01851149715005     
           1           1           0   7.11315770539706     
           2           1           0   8.68282380961899     
           3           1           0   8.82951135616767     
           4           1           0   8.33691824967324     
           5           1           0   8.41487636535577     
           6           1           0   8.18374511492848     
           7           1           0   7.62141460969121     
           8           1           0   6.42944505273177     
           9           1           0   4.41287106828324     
          10           1           0   3.03151027126479     
          11           1           0   2.05481433941535     
          12           1           0   1.25499223256010     
          13           1           0  0.530651420317208     
          14           1           0 -0.153392490709984     
          15           1           0  0.541951356900488     
          16           1           0   1.94662422317688     
          17           1           0   2.70242181237927     
          18           1           0   3.42894692797283     
          19           1           0   3.52279109578000     
          20           1           0   3.12161214637789     
          21           1           0   2.45608470061340     
          22           1           0   1.95759859433487     
          23           1           0   1.45993990464639     
          24           1           0   10.7231661009974     
          25           1           0   9.19718531977037     
          26           1           0   2.62228694913526     
          27           1           0  -10.9984476808504     
          28           1           0  -28.3835603094562     
          29           1           0  -46.1081598174380     
          30           1           0  -62.2749623163300     
          31           1           0  -74.7462257892189     
          32           1           0  -82.4442526051247     
          33           1           0  -85.1487133354011     
          34           1           0  -82.7435958350274     
          35           1           0  -76.3635998811884     
          36           1           0  -64.7334183735765     
          37           1           0  -52.1651308845870     
          38           1           0  -39.3431716317435     
          39           1           0  -28.0745224334273     
          40           1           0  -20.5008791205564     
          41           1           0  -18.3018521587957     
          42           1           0  -19.1333915785576     
          43           1           0  -23.1811100778271     
          44           1           0  -27.5460028244625     
          45           1           0  -31.0601515140839     
          46           1           0  -30.9163930239844     
          47           1           0  -27.3470933845277     
          48           1           0  -20.3273113176654     
          49           1           0  -11.1266391498576     
          50           1           0  -1.81537386115874     
          51           1           0   7.59750339293835     
          52           1           0   16.4133749396923     
          53           1           0   22.2920434460966     
          54           1           0   26.8635430489479     
          55           1           0   32.4954657388375     
          56           1           0   36.5855805039133     
          57           1           0   41.0777161962246     
          58           1           0   45.4024947604095     
          59           1           0   47.3767197857068     
          60           1           0   49.1987603329795     
          61           1           0   49.5999923554448     
          62           1           0   47.7638180440325     
          63           1           0   41.4229581850568     
          64           1           0   35.1454627604013     
          65           1           0   24.9720089098436     
          66           1           0   16.9335624258738     
          67           1           0   13.9403355386379     
          68           1           0   13.3437536118549     
          69           1           0   14.3976591197103     
          70           1           0   13.1096296440087     
          71           1           0   11.6392462279372     
          72           1           0  0.605740830321577     
          73           1           0   1.42588104334159     
          74           1           0   3.92739839214586     
          75           1           0   4.43916240946042     
          76           1           0   4.23241101380174     
          77           1           0   4.45580066208655     
          78           1           0   4.46273084022197     
          79           1           0   5.27582920078487     
          80           1           0   6.34510846426907     
          81           1           0   6.51789861718285     
          82           1           0   6.60556297754204     
          83           1           0   6.76294944993522     
          84           1           0   6.85539774686112     
          85           1           0   6.82543157094862     
          86           1           0   6.71428574890235     
          87           1           0   6.55844021486169     
          88           1           0   6.41642816814496     
          89           1           0   6.28376527971211     
          90           1           0   6.18721460491247     
          91           1           0   5.97293195387692     
          92           1           0   5.62714781935943     
          93           1           0   5.11452009475399     
          94           1           0   4.42834684954095     
          95           1           0   2.64178120060148     
          96           1           0   2.58554671322124     
          -1           2           0  0.325180026398109     
           0           2           0  0.224335392841385     
           1           2           0   1.31978886207264     
           2           2           0   2.48538813741153     
           3           2           0   3.20121431077888     
           4           2           0   3.64841780183699     
           5           2           0   4.29556532724899     
           6           2           0   5.19740659656195     
           7           2           0   6.33660930503241     
           8           2           0   7.03288971928798     
           9           2           0   7.10342233365549     
          10           2           0   6.79136443806517     
          11           2           0   6.31203061486989     
          12           2           0   5.65368640560432     
          13           2           0   5.23222353146337     
          14           2           0   4.92746968894687     
          15           2           0   5.34978628427851     
          16           2           0   6.15686590223421     
          17           2           0   5.77274717277103     
          18           2           0   5.54046638460403     
          19           2           0   6.71001072896398     
          20           2           0   6.97757731739010     
          21           2           0   6.01528038782099     
          22           2           0   5.99621846731347     
          23           2           0   6.54150173197445     
          24           2           0   34.2838941952890     
          25           2           0   36.1288091114048     
          26           2           0   39.7916430926827     
          27           2           0   43.1447173705211     
          28           2           0   42.5261202817890     
          29           2           0   38.3853259407970     
          30           2           0   31.8405806312355     
          31           2           0   25.5216614072684     
          32           2           0   20.9365673684461     
          33           2           0   16.9478174873136     
          34           2           0   16.1461067323781     
          35           2           0   17.2396035472829     
          36           2           0   22.2461336394721     
          37           2           0   22.9038101403880     
          38           2           0   23.6897515905919     
          39           2           0   23.4592008487995     
          40           2           0   22.9236084724813     
          41           2           0   19.8616843668399     
          42           2           0   17.5310659554046     
          43           2           0   13.9740424846709     
          44           2           0   6.04501880395045     
          45           2           0  -6.01074227800921     
