# Electric potential (V)/(m) (d/dy)  
          -1          -1           0  0.947088571668474     
           0          -1           0  0.848302459809798     
           1          -1           0 -0.567892356878187     
           2          -1           0 -0.468277994713937     
           3          -1           0 -0.440233498600771     
           4          -1           0 -0.422124427381962     
           5          -1           0 -0.402071444994623     
           6          -1           0 -0.386074917024877     
           7          -1           0 -0.377416977233695     
           8          -1           0 -0.370117859230615     
           9          -1           0 -0.361955849324686     
          10          -1           0 -0.357676993283052     
          11          -1           0 -0.356133083546239     
          12          -1           0 -0.333317999386772     
          13          -1           0 -0.299383686055574     
          14          -1           0 -0.282098145664057     
          15          -1           0 -0.269543316580772     
          16          -1           0 -0.254449401769426     
          17          -1           0 -0.222100764002340     
          18          -1           0 -0.208510246338840     
          19          -1           0 -0.164274498921148     
          20          -1           0 -4.710452974465624E-002
          21          -1           0  5.763881356140597E-002
          22          -1           0  0.139287408673886     
          23          -1           0  0.189420334740241     
          24          -1           0  -934.595131579314     
          25          -1           0  -994.258780620472     
          26          -1           0  -1096.96414908360     
          27          -1           0  -1185.58380187667     
          28          -1           0  -1197.62676384164     
          29          -1           0  -1140.60540362563     
          30          -1           0  -1048.25571749623     
          31          -1           0  -956.934632261035     
          32          -1           0  -888.527288674105     
          33          -1           0  -854.532545234493     
          34          -1           0  -860.634464397612     
          35          -1           0  -894.567207825927     
          36          -1           0  -946.723000478427     
          37          -1           0  -988.567539803990     
          38          -1           0  -996.530876539225     
          39          -1           0  -970.824155664279     
          40          -1           0  -914.431065921841     
          41          -1           0  -851.150599756298     
          42          -1           0  -782.968328279385     
          43          -1           0  -682.729611063760     
          44          -1           0  -520.646013328348     
          45          -1           0  -289.118723025026     
          46          -1           0  -17.2258302428626     
          47          -1           0   258.844045804862     
          48          -1           0   499.579988292862     
          49          -1           0   675.277650321967     
          50          -1           0   776.324611551246     
          51          -1           0   804.714321610667     
          52          -1           0   783.680780154957     
          53          -1           0   733.615295633955     
          54          -1           0   682.040094784331     
          55          -1           0   657.480953332600     
          56          -1           0   672.523815397924     
          57          -1           0   724.203011238500     
          58          -1           0   803.720253264152     
          59          -1           0   887.630316730706     
          60          -1           0   941.071631374501     
          61          -1           0   937.582450642886     
          62          -1           0   847.451389226033     
          63          -1           0   657.866844607228     
          64          -1           0   384.439390709070     
          65          -1           0   50.3927102570096     
          66          -1           0  -297.143085470245     
          67          -1           0  -599.813746343825     
          68          -1           0  -798.309463545038     
          69          -1           0  -888.573357340650     
          70          -1           0  -914.256446451299     
          71          -1           0  -922.423020390103     
          72          -1           0  0.201512083835223     
          73          -1           0  0.188866469216680     
          74          -1           0  0.158350018283573     
          75          -1           0  5.206378825127502E-002
          76          -1           0  2.145623755129553E-002
          77          -1           0  5.786602709903130E-002
          78          -1           0  2.886390158647763E-002
          79          -1           0 -1.834901889890891E-002
          80          -1           0 -0.118253527112408     
          81          -1           0 -0.196791927463538     
          82          -1           0 -0.220745858540032     
          83          -1           0 -0.242254833208575     
          84          -1           0 -0.284888920060300     
          85          -1           0 -0.319394131574046     
          86          -1           0 -0.257349094441926     
          87          -1           0 -0.324682201679777     
          88          -1           0 -0.392432270591119     
          89          -1           0 -0.458142774327251     
          90          -1           0 -0.534479029799191     
          91          -1           0 -0.615150840156427     
          92          -1           0 -0.594774483921713     
          93          -1           0 -0.578387643676157     
          94          -1           0 -0.667325791575663     
          95          -1           0 -0.730245767917209     
          96          -1           0 -0.607016661790626     
          -1           0           0 -0.725677898157629     
           0           0           0 -0.749052702741538     
           1           0           0  -1.67291487504872     
           2           0           0  -1.98017945173053     
           3           0           0  -2.19469364180987     
           4           0           0  -1.61878541594120     
           5           0           0 -0.667872514834394     
           6           0           0 -7.370050171862146E-002
           7           0           0  0.442645005227537     
           8           0           0  0.916165765035120     
           9           0           0   1.48242078036833     
          10           0           0   1.80825948271797     
          11           0           0   2.12645578561666     
          12           0           0   2.09111652488084     
          13           0           0   1.93008376220473     
          14           0           0   1.82906127277217     
          15           0           0   1.58715821223601     
          16           0           0   1.27295308070605     
          17           0           0   1.65186720233652     
          18           0           0   2.97049120151445     
          19           0           0   2.76843155896874     
          20           0           0   1.07765218991298     
          21           0           0  0.440770074866665     
          22           0           0  0.498150400463673     
          23           0           0  0.515724039729057     
          24           0           0  -301.514409457964     
          25           0           0  -321.840518217210     
          26           0           0  -359.997148730447     
          27           0           0  -398.440455878508     
          28           0           0  -415.091151475632     
          29           0           0  -409.328612071391     
          30           0           0  -389.752066087251     
          31           0           0  -367.851910946843     
          32           0           0  -349.898809264520     
          33           0           0  -340.451642885003     
          34           0           0  -342.324172161797     
          35           0           0  -349.274217760665     
          36           0           0  -359.095659698733     
          37           0           0  -364.009952237551     
          38           0           0  -359.173724930549     
          39           0           0  -342.654527278465     
          40           0           0  -318.532617957959     
          41           0           0  -295.994157838415     
          42           0           0  -273.961168727756     
          43           0           0  -243.653744593608     
          44           0           0  -190.500695753695     
          45           0           0  -111.280755236979     
          46           0           0  -17.6355643020585     
          47           0           0   79.1194938285004     
          48           0           0   165.080271282173     
          49           0           0   228.546516526451     
          50           0           0   266.482212180878     
          51           0           0   281.867254209004     
          52           0           0   281.128882836354     
          53           0           0   266.705445732319     
          54           0           0   250.097528568538     
          55           0           0   243.936436169633     
          56           0           0   250.218234403846     
          57           0           0   268.224098422296     
          58           0           0   294.540955384207     
          59           0           0   320.400309958170     
          60           0           0   336.761050043517     
          61           0           0   334.787265608914     
          62           0           0   303.038396163893     
          63           0           0   236.067762440281     
          64           0           0   142.326478261633     
          65           0           0   26.7282344293063     
          66           0           0  -94.2296402014424     
          67           0           0  -196.916775436023     
          68           0           0  -263.558309867641     
          69           0           0  -290.591691767028     
          70           0           0  -295.713964912250     
          71           0           0  -297.198445747091     
          72           0           0  0.819646176192527     
          73           0           0  0.942680567647911     
          74           0           0   1.46818987031298     
          75           0           0   2.40382037411111     
          76           0           0   2.52135707613313     
          77           0           0   1.98018860906080     
          78           0           0   1.95856943565611     
          79           0           0   1.98237692122956     
          80           0           0   1.96874392353785     
          81           0           0   1.94706549239506     
          82           0           0   1.92370125873918     
          83           0           0   1.89614200284801     
          84           0           0   1.86644064851671     
          85           0           0   1.78725362869033     
          86           0           0   1.73361913881744     
          87           0           0   1.66061666466323     
          88           0           0   1.59553746302132     
          89           0           0   1.52602597057946     
          90           0           0   1.41798252015191     
          91           0           0   1.26033197501502     
          92           0           0   1.06919519528923     
          93           0           0  0.961717662824858     
          94           0           0  0.637693042177808     
          95           0           0 -0.688491830383061     
          96           0           0 -0.661146428134103     
          -1           1           0  -1.27122065047303     
           0           1           0  -1.26572233277113     
           1           1           0 -0.755919050022614     
           2           1           0 -0.690053674187044     
           3           1           0 -0.778371561475517     
           4           1           0 -0.226228356099714     
           5           1           0  0.664270732095482     
           6           1           0   1.36426520732812     
           7           1           0   2.05194544914569     
           8           1           0   2.26896989872645     
           9           1           0   2.33107493765914     
          10           1           0   2.41304091839844     
          11           1           0   2.51961287027134     
          12           1           0   2.13488232829700     
          13           1           0   2.08648538547585     
          14           1           0   2.62695771717422     
          15           1           0   2.66244681481867     
          16           1           0   2.52405210823994     
          17           1           0   3.76523947449370     
          18           1           0   6.26126696782641     
          19           1           0   6.34137744634234     
          20           1           0   4.86580481879579     
          21           1           0   4.22847878265442     
          22           1           0   3.98936541429576     
          23           1           0   3.25827900647893     
          24           1           0   19.6514055862635     
          25           1           0   20.8050796506011     
          26           1           0   21.3416780564056     
          27           1           0   19.9592747172823     
          28           1           0   13.6507388699275     
          29           1           0   5.05125263185645     
          30           1           0  -2.87548278117857     
          31           1           0  -10.0598081378550     
          32           1           0  -16.0731152304711     
          33           1           0  -19.2897825829961     
          34           1           0  -18.7653761737709     
          35           1           0  -16.6771388574015     
          36           1           0  -12.8518025923182     
          37           1           0  -7.55385994442879     
          38           1           0  -4.67684555197241     
          39           1           0  -1.09294628967304     
          40           1           0  0.527886817262825     
          41           1           0 -0.709424292399731     
          42           1           0  -4.15622701330492     
          43           1           0  -7.47311227916468     
          44           1           0  -11.6468119771890     
          45           1           0  -14.1711198860577     
          46           1           0  -14.3967764985116     
          47           1           0  -16.0333128967379     
          48           1           0  -16.0530411243130     
          49           1           0  -14.5679487719237     
          50           1           0  -11.9020834402743     
          51           1           0  -6.36621094884489     
          52           1           0  -1.44690492300689     
          53           1           0  0.822074989025659     
          54           1           0   1.91797407146604     
          55           1           0   3.81689938202999     
          56           1           0   5.33463747620917     
          57           1           0   6.50402990438822     
          58           1           0   6.40119214551810     
          59           1           0   4.60169216649069     
          60           1           0   3.12907728000446     
          61           1           0   3.39078780922795     
          62           1           0   5.18351212675533     
          63           1           0   6.92393707166705     
          64           1           0   9.15100104621342     
          65           1           0   11.1006632263068     
          66           1           0   12.1902903910229     
          67           1           0   15.1316910481400     
          68           1           0   15.8294368854350     
          69           1           0   17.9486526314818     
          70           1           0   19.4078302108202     
          71           1           0   20.1173909558522     
          72           1           0   3.30817621962899     
          73           1           0   4.15924890993400     
          74           1           0   4.29586185138115     
          75           1           0   4.92525521719669     
          76           1           0   4.73891801847468     
          77           1           0   4.26142616829014     
          78           1           0   4.40698771673095     
          79           1           0   4.56236994170378     
          80           1           0   4.68332297948725     
          81           1           0   4.76360898282527     
          82           1           0   4.80075449341614     
          83           1           0   4.79084376386126     
          84           1           0   4.76418762347360     
          85           1           0   4.70508310090406     
          86           1           0   4.61502422552963     
          87           1           0   4.50704048994494     
          88           1           0   4.39823147779098     
          89           1           0   4.30116924813188     
          90           1           0   4.17658857494070     
          91           1           0   3.99737733822337     
          92           1           0   3.70979025926762     
          93           1           0   3.40145564375982     
          94           1           0   2.76230923872144     
          95           1           0  0.637254023726811     
          96           1           0  0.640258672725045     
          -1           2           0  0.181357507290476     
           0           2           0  0.168043683413818     
           1           2           0   2.59196855321201     
           2           2           0   3.79058121904989     
           3           2           0   4.17018978807948     
           4           2           0   3.97301973532116     
           5           2           0   3.58675830955613     
           6           2           0   3.38279561885261     
           7           2           0   3.21130444812803     
           8           2           0   2.99759001539099     
           9           2           0   2.69223881227104     
          10           2           0   2.48337422489376     
          11           2           0   2.25963459531127     
          12           2           0   1.79808836292811     
          13           2           0   1.91911151993329     
          14           2           0   2.61793635843176     
          15           2           0   3.39880238052161     
          16           2           0   5.83949020879094     
          17           2           0   8.29931829764411     
          18           2           0   8.52472783960295     
          19           2           0   7.26459284070699     
          20           2           0   5.37967069281020     
          21           2           0   6.10578062960239     
          22           2           0   9.36479411439399     
          23           2           0   11.1030072889711     
          24           2           0   24.8289183168056     
          25           2           0   27.1101906101790     
          26           2           0   32.6022688463326     
          27           2           0   41.2682127902468     
          28           2           0   47.2016202256655     
          29           2           0   52.0683049455132     
          30           2           0   55.2452857068875     
          31           2           0   54.9428689808604     
          32           2           0   53.8494206866304     
          33           2           0   50.7173529422748     
          34           2           0   49.4023943098887     
          35           2           0   47.2753616530466     
          36           2           0   41.5233361960667     
          37           2           0   37.0287433571390     
          38           2           0   30.9806190461535     
          39           2           0   26.0611419598613     
          40           2           0   21.6996208674146     
          41           2           0   17.9631351049439     
          42           2           0   13.5654933283858     
          43           2           0   9.90561291921823     
          44           2           0   4.24548594924075     
          45           2           0  -3.13657172831768     
          46           2           0  -9.65447158217547     
          47           2           0  -18.7068076707658     
          48           2           0  -27.6274395324040     
          49           2           0  -32.0580139404779     
          50           2           0  -33.2775106513798     
          51           2           0  -34.4536725848779     
          52           2           0  -35.8371355991422     
          53           2           0  -32.6829020001952     
          54           2           0  -31.0462901620311     
          55           2           0  -30.5579926219955     
          56           2           0  -30.3450848064034     
          57           2           0  -29.0687685720455     
          58           2           0  -29.7990508407513     
          59           2           0  -28.8065717929991     
          60           2           0  -27.9336652578548     
          61           2           0  -25.0302432723550     
          62           2           0  -17.5177347709175     
          63           2           0  -8.55124468102826     
          64           2           0 -0.508191697673750     
          65           2           0   9.20422701236744     
          66           2           0   18.9540149697829     
          67           2           0   25.3873516888738     
          68           2           0   25.7898443926304     
          69           2           0   25.3477773964116     
          70           2           0   24.3117852561776     
          71           2           0   24.5577948013792     
          72           2           0   11.1233446308442     
          73           2           0   10.2811248866961     
          74           2           0   8.92373953647320     
          75           2           0   7.78946911023891     
          76           2           0   6.70440900371902     
          77           2           0   6.40915997495246     
          78           2           0   7.12442303334168     
          79           2           0   7.57880894297390     
          80           2           0   7.90801055677483     
          81           2           0   8.15009370055758     
          82           2           0   8.32598557398230     
          83           2           0   8.41790789816558     
          84           2           0   8.43277260656630     
          85           2           0   8.42767961539093     
          86           2           0   8.38519314771099     
          87           2           0   8.28905964650420     
          88           2           0   8.14222262674938     
          89           2           0   7.97722441652275     
          90           2           0   7.80070659913396     
          91           2           0   7.60475198745397     
          92           2           0   7.30797397713865     
          93           2           0   6.83484222480033     
          94           2           0   5.98168248372091     
          95           2           0   3.49529064009563     
          96           2           0   3.52759492628939     
          -1           3           0  0.420132946773875     
           0           3           0  0.408076609785498     
           1           3           0   2.52618835824928     
           2           3           0   3.26716559020884     
           3           3           0   3.41430619401702     
           4           3           0   2.97912755471325     
           5           3           0   2.35482029444676     
           6           3           0   3.17367208194316     
           7           3           0   5.10764910221011     
           8           3           0   6.22582985387861     
           9           3           0   6.43309179074148     
          10           3           0   6.29940539043462     
          11           3           0   6.08072496231841     
          12           3           0   5.80423181355802     
          13           3           0   5.14656663492012     
          14           3           0   4.32160486209793     
          15           3           0   4.30392295486408     
          16           3           0   7.33651952018045     
          17           3           0   11.7161700254317     
          18           3           0   13.5630562798310     
          19           3           0   14.7681100870420     
          20           3           0   15.4676563206628     
          21           3           0   15.6295231508731     
          22           3           0   15.5054913626064     
          23           3           0   15.3908746807371     
          24           3           0   19.7155614463556     
          25           3           0   21.9923275497134     
          26           3           0   27.6696466109676     
          27           3           0   35.2641965978782     
          28           3           0   42.0482031285230     
          29           3           0   49.3702392962507     
          30           3           0   54.3420800898057     
          31           3           0   56.4838176469847     
          32           3           0   57.9792494485207     
          33           3           0   55.7343995330770     
          34           3           0   51.9559533094595     
          35           3           0   47.3946201233244     
          36           3           0   41.5072934008001     
          37           3           0   35.2004611345285     
          38           3           0   28.1526332937292     
          39           3           0   22.5759659609218     
          40           3           0   18.7562602953187     
          41           3           0   15.4533689061507     
          42           3           0   13.0538850313653     
