# Radial particle flux (s@S@-1@N@)  D^{0}
          -1          -1           0 -5.723352204686704E+015
           0          -1           0 -5.728275039034085E+017
           1          -1           0 -7.500536381147251E+017
           2          -1           0 -8.503079061034067E+017
           3          -1           0 -8.545187949540554E+017
           4          -1           0 -1.020477589624286E+018
           5          -1           0 -1.061100093957454E+018
           6          -1           0 -9.264124391429211E+017
           7          -1           0 -1.148294801119463E+018
           8          -1           0 -1.554279543775664E+018
           9          -1           0 -1.693141980170061E+018
          10          -1           0 -1.531645999499627E+018
          11          -1           0 -1.491623207810452E+018
          12          -1           0 -1.771917606022451E+018
          13          -1           0 -1.653717355516883E+018
          14          -1           0 -1.361248577547933E+018
          15          -1           0 -1.437771263410685E+018
          16          -1           0 -8.093373944935839E+017
          17          -1           0 -1.237531157792639E+018
          18          -1           0 -1.642618060161550E+018
          19          -1           0 -2.439064567499365E+018
          20          -1           0 -1.939902923633343E+018
          21          -1           0 -1.207677673491717E+018
          22          -1           0 -2.455013016304428E+018
          23          -1           0 -5.736000210243553E+017
          24          -1           0 -3.916021528887094E+018
          25          -1           0 -1.876369624225616E+019
          26          -1           0 -2.172460791831915E+019
          27          -1           0 -1.990933882832343E+019
          28          -1           0 -1.650376679774065E+019
          29          -1           0 -9.770350534325332E+018
          30          -1           0 -1.012309527214990E+019
          31          -1           0 -8.267551709377044E+018
          32          -1           0 -6.153082493616414E+018
          33          -1           0 -6.265493854576446E+018
          34          -1           0 -5.148704254581024E+018
          35          -1           0 -6.576951630500158E+018
          36          -1           0 -5.434771330054718E+018
          37          -1           0 -5.151710768016285E+018
          38          -1           0 -4.638536357839781E+018
          39          -1           0 -4.249229831072374E+018
          40          -1           0 -3.784733048094158E+018
          41          -1           0 -6.883758310000351E+017
          42          -1           0 -7.286920895535642E+018
          43          -1           0 -8.080839144689287E+018
          44          -1           0 -8.966338014373429E+018
          45          -1           0 -1.257269677537053E+019
          46          -1           0 -1.851646358284544E+019
          47          -1           0 -2.045168609941437E+019
          48          -1           0 -2.358035396664081E+019
          49          -1           0 -2.938260914521759E+019
          50          -1           0 -2.692837214720830E+019
          51          -1           0 -2.621566775153902E+019
          52          -1           0 -4.239841191496466E+019
          53          -1           0 -3.117071297296251E+019
          54          -1           0 -3.012873865336143E+019
          55          -1           0 -3.543664208697610E+019
          56          -1           0 -3.518508945011070E+019
          57          -1           0 -5.070282229855883E+019
          58          -1           0 -4.907589518896191E+019
          59          -1           0 -5.316368719064389E+019
          60          -1           0 -5.082637808882617E+019
          61          -1           0 -6.307438475974309E+019
          62          -1           0 -7.060869837621323E+019
          63          -1           0 -7.346866597560155E+019
          64          -1           0 -7.237450444528172E+019
          65          -1           0 -7.228906887707986E+019
          66          -1           0 -6.796645922445014E+019
          67          -1           0 -6.117108778088708E+019
          68          -1           0 -5.343199503203797E+019
          69          -1           0 -3.488241946815486E+019
          70          -1           0 -2.146037842891508E+019
          71          -1           0 -4.246602211683518E+018
          72          -1           0 -1.886166562835386E+018
          73          -1           0 -3.295480539385972E+018
          74          -1           0 -5.553707622476025E+018
          75          -1           0 -7.841130666361201E+018
          76          -1           0 -6.191551427293941E+018
          77          -1           0 -1.479790289606867E+019
          78          -1           0 -1.042860149411210E+019
          79          -1           0 -1.252784327134714E+019
          80          -1           0 -1.398783504703882E+019
          81          -1           0 -9.847702393213757E+018
          82          -1           0 -6.165846686854648E+018
          83          -1           0 -5.689586602147572E+018
          84          -1           0 -7.396453888329018E+018
          85          -1           0 -4.894013397345717E+018
          86          -1           0 -5.378378896499281E+018
          87          -1           0 -3.790342721526524E+018
          88          -1           0 -4.743868565969460E+018
          89          -1           0 -3.382190023146548E+018
          90          -1           0 -4.657881452897437E+018
          91          -1           0 -3.921497026177168E+018
          92          -1           0 -3.386107898772083E+018
          93          -1           0 -4.884689124939861E+018
          94          -1           0 -4.932705153909509E+018
          95          -1           0 -4.567128765140774E+018
          96          -1           0 -4.568591142387740E+016
          -1           0           0 -5.827116860173352E+015
           0           0           0 -5.831049653377617E+017
           1           0           0 -7.626504713754938E+017
           2           0           0 -8.640415878281773E+017
           3           0           0 -8.679794029607063E+017
           4           0           0 -1.036346388061311E+018
           5           0           0 -1.077803704968906E+018
           6           0           0 -9.410046622285344E+017
           7           0           0 -1.166598249402513E+018
           8           0           0 -1.579433473778074E+018
           9           0           0 -1.720934712609028E+018
          10           0           0 -1.557018502926323E+018
          11           0           0 -1.516251008094755E+018
          12           0           0 -1.801498345100449E+018
          13           0           0 -1.683022180399466E+018
          14           0           0 -1.385567526089707E+018
          15           0           0 -1.462849614364315E+018
          16           0           0 -8.225449876018934E+017
          17           0           0 -1.257314951843557E+018
          18           0           0 -1.668600159449367E+018
          19           0           0 -2.469776401640861E+018
          20           0           0 -1.958399628711352E+018
          21           0           0 -1.217764502810479E+018
          22           0           0 -2.464300547303483E+018
          23           0           0 -5.735720970022412E+017
          24           0           0 -4.067200509530303E+018
          25           0           0 -1.903797193802575E+019
          26           0           0 -2.194022934803050E+019
          27           0           0 -1.999947989147187E+019
          28           0           0 -1.653447311219728E+019
          29           0           0 -9.777577973236984E+018
          30           0           0 -1.012399582855737E+019
          31           0           0 -8.264744127914855E+018
          32           0           0 -6.149813358229921E+018
          33           0           0 -6.262592378919245E+018
          34           0           0 -5.147528641336636E+018
          35           0           0 -6.577850417363661E+018
          36           0           0 -5.439177777080812E+018
          37           0           0 -5.161305574551601E+018
          38           0           0 -4.654773280975621E+018
          39           0           0 -4.275142924105764E+018
          40           0           0 -3.819757804358687E+018
          41           0           0 -6.965988432142282E+017
          42           0           0 -7.352772222942545E+018
          43           0           0 -8.131674083580531E+018
          44           0           0 -9.003589381186809E+018
          45           0           0 -1.260864149610607E+019
          46           0           0 -1.855619173904852E+019
          47           0           0 -2.048865156682220E+019
          48           0           0 -2.361942069674477E+019
          49           0           0 -2.943199701713281E+019
          50           0           0 -2.697862173000068E+019
          51           0           0 -2.627409134491027E+019
          52           0           0 -4.251709466360038E+019
          53           0           0 -3.127915590955134E+019
          54           0           0 -3.025205204065136E+019
          55           0           0 -3.559586362239864E+019
          56           0           0 -3.534220863921612E+019
          57           0           0 -5.090435800446940E+019
          58           0           0 -4.923728123425672E+019
          59           0           0 -5.330294417637331E+019
          60           0           0 -5.093149427098050E+019
          61           0           0 -6.317942241716856E+019
          62           0           0 -7.070853282535129E+019
          63           0           0 -7.356487830882307E+019
          64           0           0 -7.247324654660871E+019
          65           0           0 -7.240558937793984E+019
          66           0           0 -6.811300549427294E+019
          67           0           0 -6.137599930954108E+019
          68           0           0 -5.376494067669692E+019
          69           0           0 -3.529336972747150E+019
          70           0           0 -2.180436468277920E+019
          71           0           0 -4.413911769327728E+018
          72           0           0 -1.880340706666575E+018
          73           0           0 -3.273683741624769E+018
          74           0           0 -5.549801121478695E+018
          75           0           0 -7.911820368383544E+018
          76           0           0 -6.289161666792145E+018
          77           0           0 -1.513063164686781E+019
          78           0           0 -1.073720262393646E+019
          79           0           0 -1.302492393687776E+019
          80           0           0 -1.477154326746753E+019
          81           0           0 -1.053096863028981E+019
          82           0           0 -6.563481335059035E+018
          83           0           0 -5.971744270663672E+018
          84           0           0 -7.663279253519217E+018
          85           0           0 -5.015051556832342E+018
          86           0           0 -5.462608090448807E+018
          87           0           0 -3.826940361976244E+018
          88           0           0 -4.773008082964668E+018
          89           0           0 -3.396946834941402E+018
          90           0           0 -4.676848629571749E+018
          91           0           0 -3.943172882572652E+018
          92           0           0 -3.413177326175386E+018
          93           0           0 -4.939369601532203E+018
          94           0           0 -5.006447827228081E+018
          95           0           0 -4.652978323700874E+018
          96           0           0 -4.654745929144726E+016
          -1           1           0 -5.168282614130500E+015
           0           1           0 -5.171360355662199E+017
           1           1           0 -5.604031697684074E+017
           2           1           0 -4.846604057172225E+017
           3           1           0 -6.359633217709885E+017
           4           1           0 -9.144669936705272E+017
           5           1           0 -9.681357130965809E+017
           6           1           0 -1.085293187290233E+018
           7           1           0 -1.115200823691919E+018
           8           1           0 -1.201360669038914E+018
           9           1           0 -1.055312637026215E+018
          10           1           0 -1.331636770732700E+018
          11           1           0 -1.384485126350792E+018
          12           1           0 -2.007536339365887E+018
          13           1           0 -1.360750038275912E+018
          14           1           0 -2.089629885534092E+018
          15           1           0 -1.597789902847561E+018
          16           1           0 -1.025307395478104E+018
          17           1           0 -1.996454949608017E+018
          18           1           0 -2.260018343382458E+018
          19           1           0 -1.429454301237084E+018
          20           1           0 -1.478241196662183E+018
          21           1           0 -1.291133176048695E+018
          22           1           0 -2.578080199756448E+018
          23           1           0 -7.050489101513782E+017
          24           1           0 -4.487604589678980E+018
          25           1           0 -2.087849049783092E+019
          26           1           0 -2.368416951755104E+019
          27           1           0 -2.086227533643700E+019
          28           1           0 -1.733981998110518E+019
          29           1           0 -1.062793084631206E+019
          30           1           0 -1.050222165329706E+019
          31           1           0 -8.676579013634372E+018
          32           1           0 -6.048153543860938E+018
          33           1           0 -6.752288581866090E+018
          34           1           0 -5.309820679874215E+018
          35           1           0 -6.943995823042958E+018
          36           1           0 -5.257238884986587E+018
          37           1           0 -6.032623909770515E+018
          38           1           0 -4.491477349059081E+018
          39           1           0 -4.201537575674059E+018
          40           1           0 -3.824850537018666E+018
          41           1           0 -1.517230118594353E+018
          42           1           0 -7.494540801396036E+018
          43           1           0 -8.767848565808985E+018
          44           1           0 -9.521533639692640E+018
          45           1           0 -1.298803950115177E+019
          46           1           0 -1.940046787067464E+019
          47           1           0 -2.147708696733921E+019
          48           1           0 -2.360932568030106E+019
          49           1           0 -3.178263109785890E+019
          50           1           0 -2.641193412346624E+019
          51           1           0 -2.675776870735478E+019
          52           1           0 -4.280762364782275E+019
          53           1           0 -3.355097330532875E+019
          54           1           0 -3.116013855911987E+019
          55           1           0 -3.621346970762990E+019
          56           1           0 -3.591746844956166E+019
          57           1           0 -5.269145416929843E+019
          58           1           0 -4.816434789226578E+019
          59           1           0 -5.817898948029377E+019
          60           1           0 -5.185693895683259E+019
          61           1           0 -6.568197030995648E+019
          62           1           0 -7.150832170082049E+019
          63           1           0 -7.487888209356238E+019
          64           1           0 -7.534575639568230E+019
          65           1           0 -7.281718442026177E+019
          66           1           0 -7.178397265365252E+019
          67           1           0 -6.490294218587496E+019
          68           1           0 -5.631657286473412E+019
          69           1           0 -3.747120586834851E+019
          70           1           0 -2.311810718238670E+019
          71           1           0 -5.427728717749495E+018
          72           1           0 -1.648615322419184E+018
          73           1           0 -3.635150786951690E+018
          74           1           0 -5.394387619745789E+018
          75           1           0 -5.722994130666086E+018
          76           1           0 -7.209641076260679E+018
          77           1           0 -1.584799429477988E+019
          78           1           0 -1.187989226176691E+019
          79           1           0 -1.614080547458328E+019
          80           1           0 -1.674091592957142E+019
          81           1           0 -1.277921591543448E+019
          82           1           0 -6.876606207420657E+018
          83           1           0 -8.543165101978784E+018
          84           1           0 -6.908825178713219E+018
          85           1           0 -6.568164627162173E+018
          86           1           0 -4.528084228230264E+018
          87           1           0 -5.163278817859874E+018
          88           1           0 -4.515531518345029E+018
          89           1           0 -4.857208617898929E+018
          90           1           0 -4.310119714644639E+018
          91           1           0 -4.614299060362852E+018
          92           1           0 -5.322845965942564E+018
          93           1           0 -4.641982122449819E+018
          94           1           0 -4.673889350449380E+018
