# Electric potential (V)/(m) (d/dx)  
          -1          -1           0 -0.125089574113247     
           0          -1           0   26.8495750920944     
           1          -1           0   28.0193825472743     
           2          -1           0   12.0995622318734     
           3          -1           0   6.33183590799122     
           4          -1           0   4.38756481621116     
           5          -1           0   3.24602803400507     
           6          -1           0   2.30757825216568     
           7          -1           0   1.56312264536647     
           8          -1           0  0.941576213119797     
           9          -1           0  0.348393889610690     
          10          -1           0 -5.170763742986051E-002
          11          -1           0   1.57523647908720     
          12          -1           0   3.79723038949013     
          13          -1           0   3.27223850330516     
          14          -1           0   1.88427328041301     
          15          -1           0   1.51598664773594     
          16          -1           0   1.62516005493106     
          17          -1           0  0.920222456257286     
          18          -1           0   1.60841667043915     
          19          -1           0   4.21168708401932     
          20          -1           0   3.94440378536099     
          21          -1           0   1.81776907122135     
          22          -1           0  0.812670621243266     
          23          -1           0  0.487259001691508     
          24          -1           0   3.92247077843277     
          25          -1           0  0.753220442435395     
          26          -1           0  -2.71780357800133     
          27          -1           0  -5.16934690532416     
          28          -1           0  -5.99386703764886     
          29          -1           0  -5.58641273787204     
          30          -1           0  -4.48508397056143     
          31          -1           0  -3.08392450541398     
          32          -1           0  -1.58077910193093     
          33          -1           0 -0.130089063376051     
          34          -1           0   1.19105589125544     
          35          -1           0   2.31426927119006     
          36          -1           0   3.08873482502720     
          37          -1           0   3.31329333157516     
          38          -1           0   2.74418417658780     
          39          -1           0   1.21240924017787     
          40          -1           0  -1.17417246640612     
          41          -1           0  -3.87931664669089     
          42          -1           0  -6.05468078158314     
          43          -1           0  -7.18575705614882     
          44          -1           0  -7.22635240675044     
          45          -1           0  -6.48310985374829     
          46          -1           0  -5.37731537159401     
          47          -1           0  -4.16553149114611     
          48          -1           0  -2.97862008342336     
          49          -1           0  -1.90248589427865     
          50          -1           0 -0.983188642052387     
          51          -1           0 -0.258665431751556     
          52          -1           0  0.229182717544785     
          53          -1           0  0.443966881933287     
          54          -1           0  0.347605875765258     
          55          -1           0 -1.686276882482652E-002
          56          -1           0 -0.464501426477874     
          57          -1           0 -0.802311049770012     
          58          -1           0 -0.887538894992117     
          59          -1           0 -0.641887488907386     
          60          -1           0 -6.834143594857894E-002
          61          -1           0  0.780407327588827     
          62          -1           0   1.84910973724781     
          63          -1           0   3.12375194210153     
          64          -1           0   4.60062792855400     
          65          -1           0   6.28244173566021     
          66          -1           0   8.09942883494010     
          67          -1           0   9.76221396919159     
          68          -1           0   10.6663947975213     
          69          -1           0   10.0235161957590     
          70          -1           0   7.83270708100213     
          71          -1           0   5.34831968798165     
          72          -1           0  0.281835892471089     
          73          -1           0  4.284379058202146E-002
          74          -1           0 -0.346658842339824     
          75          -1           0 -0.285698018773362     
          76          -1           0  0.287721030646363     
          77          -1           0  0.363822773663513     
          78          -1           0  0.110191851782281     
          79          -1           0  8.529372224030805E-003
          80          -1           0 -9.396925813463659E-002
          81          -1           0 -0.247644352494335     
          82          -1           0 -0.439396799958293     
          83          -1           0 -0.612062606940799     
          84          -1           0 -0.738208621306593     
          85          -1           0 -0.880306678094744     
          86          -1           0  -1.01620488399298     
          87          -1           0  -1.10843542587600     
          88          -1           0  -1.24081811039764     
          89          -1           0  -1.44617811347656     
          90          -1           0  -1.67956970030461     
          91          -1           0  -2.09603462664082     
          92          -1           0  -3.04685868672245     
          93          -1           0  -5.40621401943162     
          94          -1           0  -12.2034739114713     
          95          -1           0  -11.4376593355572     
          96          -1           0  2.496703884743663E-003
          -1           0           0 -0.579517589798541     
           0           0           0   24.0811006229257     
           1           0           0   26.1109358734070     
           2           0           0   12.0377400166085     
           3           0           0   6.27797455630948     
           4           0           0   4.35511658671207     
           5           0           0   3.22701756902743     
           6           0           0   2.29116260818396     
           7           0           0   1.55003109850248     
           8           0           0  0.936748055757026     
           9           0           0  0.350197447033674     
          10           0           0 -4.785880305100664E-002
          11           0           0   1.56284092118510     
          12           0           0   3.76326473133433     
          13           0           0   3.24041818038921     
          14           0           0   1.86486993338444     
          15           0           0   1.50191871392908     
          16           0           0   1.61654435825166     
          17           0           0  0.921096024443459     
          18           0           0   1.60321255601814     
          19           0           0   4.20735259481742     
          20           0           0   3.96358694870203     
          21           0           0   1.84823336225284     
          22           0           0  0.837279815838941     
          23           0           0  0.497787874448812     
          24           0           0 -0.762290653907365     
          25           0           0 -0.489051198377500     
          26           0           0 -0.161163824581595     
          27           0           0  0.233536022127752     
          28           0           0  0.426596878375920     
          29           0           0  0.440094539284095     
          30           0           0  0.428511898085330     
          31           0           0  0.318596927857070     
          32           0           0  0.191791193813993     
          33           0           0  4.959092128529836E-002
          34           0           0 -4.354097186881473E-002
          35           0           0 -0.158216714000927     
          36           0           0 -0.280006144288678     
          37           0           0 -0.201361570729051     
          38           0           0 -0.140208045391018     
          39           0           0  1.346419594236951E-002
          40           0           0  0.473253171827446     
          41           0           0  0.902872895371594     
          42           0           0  0.981767926268698     
          43           0           0  0.721946749922962     
          44           0           0  0.464586535058935     
          45           0           0  0.298183146264486     
          46           0           0  0.146628576638167     
          47           0           0  3.089556045564382E-002
          48           0           0 -5.219520170214630E-002
          49           0           0 -6.276181070509429E-002
          50           0           0 -2.179023919975921E-002
          51           0           0  5.513147560524200E-002
          52           0           0  0.108749849153727     
          53           0           0  7.880708944551748E-002
          54           0           0  3.786713137382215E-002
          55           0           0 -2.812357617350666E-003
          56           0           0 -7.924723708102055E-002
          57           0           0 -0.150624204342165     
          58           0           0 -0.176513049712411     
          59           0           0 -0.179270547689972     
          60           0           0 -9.947797307398443E-002
          61           0           0  3.341327695316911E-002
          62           0           0  0.111730048380336     
          63           0           0  0.176118764562056     
          64           0           0  0.168557472545548     
          65           0           0  4.413609877309765E-002
          66           0           0 -0.165869149820647     
          67           0           0 -0.419179610118982     
          68           0           0 -0.913196863335196     
          69           0           0  -1.50804017499648     
          70           0           0  -1.81444295412350     
          71           0           0  -1.65094238321855     
          72           0           0  0.282747884783607     
          73           0           0  3.810640425856219E-002
          74           0           0 -0.360581165893067     
          75           0           0 -0.295968737028462     
          76           0           0  0.283754116269362     
          77           0           0  0.356348901510076     
          78           0           0  0.100910128616294     
          79           0           0 -3.738332755088276E-003
          80           0           0 -0.105020640545329     
          81           0           0 -0.240862400895673     
          82           0           0 -0.411932396172469     
          83           0           0 -0.585670590793490     
          84           0           0 -0.715314231627859     
          85           0           0 -0.823459017285611     
          86           0           0 -0.966198317217523     
          87           0           0  -1.11545167864681     
          88           0           0  -1.26438360217558     
          89           0           0  -1.47264549435750     
          90           0           0  -1.68810920493292     
          91           0           0  -2.02462254164971     
          92           0           0  -2.86735531225279     
          93           0           0  -5.15548267984144     
          94           0           0  -11.8329964335209     
          95           0           0  -11.1135316462529     
          96           0           0  0.153753381797006     
          -1           1           0 -0.485420231025027     
           0           1           0   20.4180057266421     
           1           1           0   21.8799609894216     
           2           1           0   9.63033145145644     
           3           1           0   7.17020548710660     
           4           1           0   8.78114247818893     
           5           1           0   7.42617416231878     
           6           1           0   5.07877685594249     
           7           1           0   3.86123433404053     
           8           1           0   3.19996688787819     
           9           1           0   2.15725471146737     
          10           1           0   1.16924967105239     
          11           1           0   1.98496888757330     
          12           1           0   3.27354710768792     
          13           1           0   2.69776559894835     
          14           1           0   1.30757134686024     
          15           1           0  0.731456812624032     
          16           1           0   1.61493181964199     
          17           1           0   2.70126250437882     
          18           1           0   2.63458553407283     
          19           1           0   2.27348888077057     
          20           1           0   1.78920937732099     
          21           1           0   1.26914509451491     
          22           1           0  0.813351822033872     
          23           1           0  0.640325860659907     
          24           1           0 -0.874782443432104     
          25           1           0 -0.939062354712158     
          26           1           0  -1.07156182603470     
          27           1           0 -0.926603815366786     
          28           1           0 -0.668447458161529     
          29           1           0 -0.386922823563114     
          30           1           0 -0.103852344311670     
          31           1           0  1.895189688688851E-002
          32           1           0  4.097270294987072E-002
          33           1           0 -4.310567161350582E-002
          34           1           0 -1.614362133259519E-002
          35           1           0  7.677401276002359E-002
          36           1           0  0.131752339409317     
          37           1           0  0.258769865404328     
          38           1           0  0.386740080639376     
          39           1           0  0.596572877779055     
          40           1           0  0.844052573353140     
          41           1           0   1.03989765738826     
          42           1           0  0.978091416846826     
          43           1           0  0.774118865571430     
          44           1           0  0.712736576645304     
          45           1           0  0.597167235975131     
          46           1           0  0.434853782160708     
          47           1           0  0.323503049204865     
          48           1           0  0.200941707084358     
          49           1           0  0.138889883033993     
          50           1           0  0.207216678545429     
          51           1           0  0.350556780074451     
          52           1           0  0.347019947570350     
          53           1           0  0.198225469375155     
          54           1           0  0.148445536900842     
          55           1           0  9.919598282772733E-002
          56           1           0 -5.063106770782947E-002
          57           1           0 -0.192080478903306     
          58           1           0 -0.298247803970128     
          59           1           0 -0.316846668179151     
          60           1           0 -0.182088885008744     
          61           1           0 -2.513572414287669E-002
          62           1           0  1.939343799376634E-002
          63           1           0  8.977682281356375E-002
          64           1           0  8.134220237716319E-002
          65           1           0 -0.120950835541156     
          66           1           0 -0.290893292867176     
          67           1           0 -0.428829810799928     
          68           1           0 -0.713977303864039     
          69           1           0  -1.03719637135158     
          70           1           0  -1.29023585006221     
          71           1           0  -1.39358188264428     
          72           1           0  0.457711271325988     
          73           1           0  0.278963416706860     
          74           1           0  0.149495416150656     
          75           1           0  3.086302693777577E-002
          76           1           0  0.132640532720561     
          77           1           0  0.164788778025550     
          78           1           0  7.442709577313182E-002
          79           1           0 -1.451839929588917E-002
          80           1           0 -0.113906635730955     
          81           1           0 -0.239699057873419     
          82           1           0 -0.389975214738326     
          83           1           0 -0.542261248886434     
          84           1           0 -0.706269504060456     
          85           1           0 -0.856367836593482     
          86           1           0 -0.966272338842611     
          87           1           0  -1.09105037849559     
          88           1           0  -1.28118835067081     
          89           1           0  -1.59793280992288     
          90           1           0  -1.95942054821801     
          91           1           0  -2.40809933893717     
          92           1           0  -3.13318369802580     
          93           1           0  -5.26397617872486     
          94           1           0  -12.5533017080416     
          95           1           0  -12.0731340755894     
          96           1           0  0.118796425818890     
          -1           2           0 -0.392082545831030     
           0           2           0   26.1875099797491     
           1           2           0   27.3004185432146     
           2           2           0   10.8993009113270     
           3           2           0   8.28240852104271     
           4           2           0   11.2948685209005     
           5           2           0   10.4493022316503     
           6           2           0   8.16522586745702     
           7           2           0   5.09149908369958     
           8           2           0   1.92209270550145     
           9           2           0  0.833622474689343     
          10           2           0  0.566433954066113     
          11           2           0  0.653518014319771     
          12           2           0   2.35202066934538     
          13           2           0   4.26842825181670     
          14           2           0   3.08023012891117     
          15           2           0   1.19258372017163     
          16           2           0   3.71611209273898     
          17           2           0   7.74138027329565     
          18           2           0   5.89877885296104     
          19           2           0   1.80052130695977     
          20           2           0  0.686834641912269     
          21           2           0  0.562732178301206     
          22           2           0 -0.386636103893433     
          23           2           0 -0.202316894092932     
          24           2           0 -0.670274858397592     
          25           2           0 -0.711733154722044     
          26           2           0 -0.895736902662415     
          27           2           0 -0.921017803694233     
          28           2           0 -0.882530068809288     
          29           2           0 -0.643907761031110     
          30           2           0 -0.372898095607212     
          31           2           0 -0.290049733106565     
          32           2           0 -0.216646834420656     
          33           2           0 -9.166708998534073E-002
