# Electric potential (V)/(m) (d/dy)  
          -1          -1           0  -5.97862868738008     
           0          -1           0  -5.75239806912870     
           1          -1           0  -4.03967156602771     
           2          -1           0   1.47995692829518     
           3          -1           0   1.09858008054751     
           4          -1           0  0.742728379310800     
           5          -1           0  0.340937131715857     
           6          -1           0 -0.135169377759061     
           7          -1           0 -0.606647836069190     
           8          -1           0 -0.519338090606482     
           9          -1           0 -0.408081400452621     
          10          -1           0 -0.344006581332355     
          11          -1           0 -0.273300855962814     
          12          -1           0 -0.246229092396501     
          13          -1           0 -0.242814425691735     
          14          -1           0 -0.250325150240677     
          15          -1           0 -0.254868868532020     
          16          -1           0 -0.243867451653969     
          17          -1           0 -0.215525757030459     
          18          -1           0 -0.146979259084927     
          19          -1           0 -6.358260142419010E-002
          20          -1           0  1.785296618638226E-002
          21          -1           0  0.100359827633393     
          22          -1           0  0.211785359260554     
          23          -1           0  0.408611268945002     
          24          -1           0  -923.856308064751     
          25          -1           0  -988.970911858368     
          26          -1           0  -1110.85987467571     
          27          -1           0  -1233.17202989694     
          28          -1           0  -1290.96280672599     
          29          -1           0  -1270.90696363908     
          30          -1           0  -1209.53908864129     
          31          -1           0  -1143.76665058468     
          32          -1           0  -1086.82247014546     
          33          -1           0  -1052.69170842022     
          34          -1           0  -1045.26808124709     
          35          -1           0  -1058.04524345667     
          36          -1           0  -1081.53241800016     
          37          -1           0  -1090.86105698013     
          38          -1           0  -1068.95928365339     
          39          -1           0  -1011.17309472565     
          40          -1           0  -933.637331328015     
          41          -1           0  -860.867672056944     
          42          -1           0  -788.578294730088     
          43          -1           0  -687.300788731263     
          44          -1           0  -521.001771554593     
          45          -1           0  -295.136640857530     
          46          -1           0  -22.6138288236615     
          47          -1           0   257.218710447705     
          48          -1           0   510.107162832201     
          49          -1           0   698.673662827199     
          50          -1           0   819.249483542887     
          51          -1           0   861.669456232018     
          52          -1           0   853.784426600245     
          53          -1           0   816.580174787333     
          54          -1           0   772.719347143010     
          55          -1           0   751.013911438650     
          56          -1           0   768.788116307109     
          57          -1           0   818.539298525205     
          58          -1           0   889.593581737938     
          59          -1           0   958.728076658045     
          60          -1           0   1003.79563863489     
          61          -1           0   983.646551794724     
          62          -1           0   874.356935812462     
          63          -1           0   665.996572055636     
          64          -1           0   379.234377458258     
          65          -1           0   45.7487731883368     
          66          -1           0  -299.369972173214     
          67          -1           0  -594.996335370923     
          68          -1           0  -787.633503787119     
          69          -1           0  -873.271069289872     
          70          -1           0  -895.508996805556     
          71          -1           0  -908.527550971418     
          72          -1           0  0.495894659927922     
          73          -1           0  0.529354419109078     
          74          -1           0  0.517464964575528     
          75          -1           0  0.347160749448325     
          76          -1           0  0.253080820001448     
          77          -1           0  0.250345412541300     
          78          -1           0  0.156168097216348     
